Somos	Somos	VSIP1P0	ser
	.	Fp	.
gracias	Gracias	NCFP000	gracia
a	a	SPS00	a
los	los	DA0MP0	el
buenos	buenos	AQ0MP0	bueno
enpeños	empeños	NCMP000	empeño
	,	Fc	,
qe	que	CS	que
	,	Fc	,
si	si	CS	si
no	no	RN	no
	,	Fc	,
no	no	RN	no
hubiera	hubiera	VASI0S0	haber
parado	parado	VMP0000	parar
en	en	SPS00	en
Salamanca	Salamanca	NP00000	salamanca
	,	Fc	,
porque	porque	CS	porque
la	la	DA0FS0	el
intencion	intención	NCFS000	intención
del	del	SPS00+DA0MS0	de+el
sudelegado	subdelegado	NCMS000	subdelegado
de	de	SPS00	de
la	la	DA0FS0	el
misma	misma	AQ0FS0	mismo
era	era	VSII0S0	ser
acerme	hacerme	VMN0000+PP1CS000	hacer+me
hir	ir	VMN0000	ir
mas	más	RC	más
lejos	lejos	RG	lejos
	.	Fp	.
y	Y	CC	y
aora	ahora	RG	ahora
he	he	VAIP1S0	haber
benido	venido	VMP0000	venir
requerida	requerida	VMP00SF	requerir
qe	que	CS	que
	,	Fc	,
si	si	CS	si
en	en	SPS00	en
sabiendo	sabiendo	VMG0000	saber
te	te	PP2CS000	te
allas	hallas	VMIP2S0	hallar
en	en	SPS00	en
la	la	DA0FS0	el
raia	raya	NCFS000	raya
y	y	CC	y
no	no	RN	no
desenparo	desamparo	VMIP1S0	desamparar
el	el	DA0MS0	el
pueblo	pueblo	NCMS000	pueblo
	,	Fc	,
quedo	quedo	VMIP1S0	quedar
sujeta	sujeta	VMIP3S0	sujetar
a	a	SPS00	a
formarseme	formárseme	VMN0000+P00CN000+PP1CS000	formar+se+me
causa	causa	NCFS000	causa
	.	Fp	.
y	Y	CC	y
cuando	cuando	PA000000	cuando
llego	llego	VMIP1S0	llegar
a	a	SPS00	a
esta	ésta	PD0FS000	este
	,	Fc	,
me	me	PP1CS000	me
encuentro	encuentro	VMIP1S0	encontrar
con	con	SPS00	con
qe	que	CS	que
en	en	SPS00	en
el	el	DA0MS0	el
pueblo	pueblo	NCMS000	pueblo
no	no	RN	no
hay	hay	VMIP3S0	haber
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
mas	más	RC	más
qe	que	CS	que
as	has	VAIP2S0	haber
armado	armado	VMP0000	armar
un	un	DI0MS0	uno
grande	grande	AQ0CS0	grande
alboroto	alboroto	NCMS000	alboroto
en	en	SPS00	en
frejo	Frejo	NP00000	frejo
poniendomo	poniéndome	VMG0000+PP1CS000	poner+me
por	por	SPS00	por
Puta	puta	NCFS000	puta
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
me	me	PP1CS000	me
sabias	sabías	VMII2S0	saber
otro	otro	DI0MS0	otro
nombre	nombre	NCMS000	nombre
	,	Fc	,
cosa	cosa	NCFS000	cosa
para	para	SPS00	para
mi	mí	PP1CSO00	mí
mas	más	RC	más
sensible	sensible	AQ0CS0	sensible
qe	que	CS	que
si	si	CS	si
me	me	PP1CS000	me
dieran	dieran	VMSP3P0	dar
un	un	DI0MS0	uno
tiro	tiro	NCMS000	tiro
	.	Fp	.
	¡	Faa	¡
hay	Ay	I	ay
	,	Fc	,
Manuel	Manuel	NP00000	manuel
	!	Fat	!
no	No	RN	no
meresco	merezco	VMIP1S0	merecer
que	que	CS	que
tanto	tanto	RC	tanto
me	me	PP1CS000	me
ultrajes	ultrajes	VMSP2S0	ultrajar
	,	Fc	,
pues	pues	CS	pues
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
qe	que	CS	que
no	no	RN	no
podras	podrás	VMIF2S0	poder
tener	tener	VMN0000	tener
queja	queja	NCFS000	queja
de	de	SPS00	de
mi	mí	PP1CSO00	mí
con	con	SPS00	con
razon	razón	NCFS000	razón
	.	Fp	.
	¡	Faa	¡
hay	Ay	I	ay
	,	Fc	,
bien	bien	RG	bien
pudiera	pudiera	VMSI0S0	poder
dios	Dios	NP00000	dios
quitarme	quitarme	VMN0000+PP1CS000	quitar+me
esta	esta	DD0FS0	este
bida	vida	NCFS000	vida
qe	que	PR0CN000	que
tan	tan	RC	tan
persegida	perseguida	VMP00SF	perseguir
tengo	tengo	VMIP1S0	tener
	!	Fat	!
me	Me	PP1CS000	me
beo	veo	VMIP1S0	ver
rodeada	rodeada	VMP00SF	rodear
de	de	SPS00	de
enemigos	enemigos	NCMP000	enemigo
y	y	CC	y
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
desprecio	desprecio	NCMS000	desprecio
creiendo	creyendo	VMG0000	creer
tengo	tengo	VMIP1S0	tener
un	un	DI0MS0	uno
esposo	esposo	NCMS000	esposo
que	que	PR0CN000	que
se	se	P00CN000	se
conpadeca	compadezca	VMSP0S0	compadecer
de	de	SPS00	de
la	la	DA0FS0	el
suerte	suerte	NCFS000	suerte
de	de	SPS00	de
una	una	DI0FS0	uno
mujer	mujer	NCFS000	mujer
qe	que	PR0CN000	que
cre	cree	VMIP3S0	creer
la	la	DA0FS0	el
ama	ama	NCFS000	amo
	.	Fp	.
pero	Pero	CC	pero
ya	ya	RG	ya
me	me	PP1CS000	me
he	he	VAIP1S0	haber
desengañado	desengañado	VMP0000	desengañar
qe	que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
asi	así	RG	así
	,	Fc	,
Pues	pues	CS	pues
en	en	SPS00	en
tu	tu	DP2CSS	tu
lengua	lengua	NCFS000	lengua
no	no	RN	no
se	se	P00CN000	se
hoye	oye	VMIP3S0	oír
proferir	proferir	VMN0000	proferir
otro	otro	DI0MS0	otro
nonbre	nombre	NCMS000	nombre
cuando	cuando	PA000000	cuando
ablas	hablas	NCFP000	habla
de	de	SPS00	de
mi	mí	PP1CSO00	mí
	,	Fc	,
mas	más	RC	más
qe	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
repito	repito	VMIP1S0	repetir
	.	Fp	.
	¿	Fia	¿
por	Por	SPS00	por
qe	qué	PT0CN000	qué
	?	Fit	?
pero	Pero	CC	pero
	,	Fc	,
como	como	CS	como
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
ace	hace	VMIP3S0	hacer
muchos	muchos	DI0MP0	mucho
años	años	NCMP000	año
qe	que	CS	que
soy	soy	VSIP1S0	ser
desgraciada	desgraciada	VMP00SF	desgraciar
	,	Fc	,
por	por	SPS00	por
muchos	muchos	DI0MP0	mucho
enpeños	empeños	NCMP000	empeño
he	he	VAIP1S0	haber
buelto	vuelto	VMP0000	volver
a	a	SPS00	a
casa	casa	NCFS000	casa
	,	Fc	,
requerida	requerida	VMP00SF	requerir
como	como	CS	como
te	te	PP2CS000	te
llebo	llevo	VMIP1S0	llevar
dicho	dicho	VMP00SM	decir
	.	Fp	.
pero	Pero	CC	pero
aora	ahora	RG	ahora
te	te	PP2CS000	te
digo	digo	VMIP1S0	decir
que	que	CS	que
no	no	RN	no
quiero	quiero	VMIP1S0	querer
permanecer	permanecer	VMN0000	permanecer
mas	más	RC	más
en	en	SPS00	en
este	este	DD0MS0	este
pueblo	pueblo	NCMS000	pueblo
	,	Fc	,
pues	pues	CS	pues
prefiero	prefiero	VMIP1S0	preferir
una	una	DI0FS0	uno
choza	choza	NCFS000	choza
en	en	SPS00	en
un	un	DI0MS0	uno
monte	monte	NCMS000	monte
qe	que	PR0CN000	que
bibir	vivir	VMN0000	vivir
entre	entre	SPS00	entre
tantos	tantos	DI0MP0	tanto
enemigos	enemigos	NCMP000	enemigo
	.	Fp	.
no	No	RN	no
tengo	tengo	VMIP1S0	tener
interes	interés	NCMS000	interés
ninguno	ninguno	DI0MS0	ninguno
en	en	SPS00	en
estar	estar	VMN0000	estar
en	en	SPS00	en
Salamanca	Salamanca	NP00000	salamanca
	,	Fc	,
pues	pues	CS	pues
el	el	DA0MS0	el
tiempo	tiempo	NCMS000	tiempo
qe	que	PR0CN000	que
he	he	VAIP1S0	haber
estado	estado	VMP0000	estar
en	en	SPS00	en
ella	ella	PP3FS000	él
puedo	puedo	VMIP1S0	poder
ácer	hacer	VMN0000	hacer
ber	ver	VMN0000	ver
mi	mi	DP1CSS	mi
buena	buena	AQ0FS0	bueno
conducta	conducta	NCFS000	conducta
	.	Fp	.
y	Y	CC	y
si	si	CS	si
no	no	RN	no
	,	Fc	,
tu	tu	DP2CSS	tu
aMigo	amigo	NP00000	amigo
gagbino	Gabino	NP00000	gabino
te	te	PP2CS000	te
lo	lo	PP3CNA00	lo
podra	podrá	VMIF3S0	poder
decir	decir	VMN0000	decir
	,	Fc	,
el	el	DA0MS0	el
que	que	CS	que
no	no	RN	no
quiso	quiso	VMIS3S0	querer
darme	darme	VMN0000+PP1CS000	dar+me
la	la	DA0FS0	el
contestacion	contestación	NCFS000	contestación
a	a	SPS00	a
la	la	DA0FS0	el
tuia	tuya	PX2FS0S0	tuyo
	.	Fc	,
yo	Yo	PP1CSN00	yo
me	me	PP1CS000	me
tengo	tengo	VMIP1S0	tener
la	la	DA0FS0	el
culpa	culpa	NCFS000	culpa
de	de	SPS00	de
muchas	muchas	DI0FP0	mucho
cosas	cosas	NCFP000	cosa
	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
para	para	SPS00	para
qe	que	CS	que
bibas	vivas	VMSP2S0	vivir
tranquilo	tranquilo	NCMS000	tranquilo
y	y	CC	y
no	no	RN	no
te	te	PP2CS000	te
incomode	incomode	VMSP0S0	incomodar
una	una	DI0FS0	uno
mujer	mujer	NCFS000	mujer
qe	que	CS	que
no	no	RN	no
la	la	PP3FSA00	lo
puedes	puedes	VMIP2S0	poder
ber	ver	VMN0000	ver
i	y	CC	y
tanto	tanto	RC	tanto
la	la	PP3FSA00	lo
infamas	infamas	VMIP2S0	infamar
en	en	SPS00	en
publico	público	AQ0MS0	público
	,	Fc	,
trata	trata	VMIP3S0	tratar
de	de	SPS00	de
diponer	disponer	VMN0000	disponer
de	de	SPS00	de
todo	todo	PI0MS000	todo
	,	Fc	,
porqe	porque	CS	porque
yo	yo	PP1CSN00	yo
	,	Fc	,
aunqe	aunque	CS	aunque
sea	sea	VSSP0S0	ser
pidiendo	pidiendo	VMG0000	pedir
limosna	limosna	NCFS000	limosna
	,	Fc	,
me	me	PP1CS000	me
bolbere	volveré	VMIF1S0	volver
al	al	SPS00+DA0MS0	a+el
seno	seno	NCMS000	seno
de	de	SPS00	de
mi	mi	DP1CSS	mi
familia	familia	NCFS000	familia
	,	Fc	,
si	si	CS	si
es	es	VSIP3S0	ser
qe	que	CS	que
alguna	alguna	PI0FS000	alguno
se	se	P00CN000	se
conpadeze	compadece	VMIP3S0	compadecer
de	de	SPS00	de
una	una	DI0FS0	uno
desgraciada	desgraciada	VMP00SF	desgraciar
como	como	CS	como
soy	soy	VSIP1S0	ser
yo	yo	PP1CSN00	yo
	.	Fp	.
no	No	RN	no
quiero	quiero	VMIP1S0	querer
incomodarte	incomodarte	VMN0000+PP2CS000	incomodar+te
mas	más	RC	más
	,	Fc	,
pues	pues	CS	pues
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
qe	que	CS	que
no	no	RN	no
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
apreciado	apreciado	VMP00SM	apreciar
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
digo	digo	VMIP1S0	decir
	.	Fp	.
me	Me	PP1CS000	me
bi	vi	VMIS1S0	ver
con	con	SPS00	con
lo	los	DA0MP0	el
frailes	frailes	NCMP000	fraile
y	y	CC	y
por	por	SPS00	por
la	la	DA0FS0	el
adjunta	adjunta	AQ0FSP	adjunto
beras	verás	VMIF2S0	ver
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
dicen	dicen	VMIP3P0	decir
	.	Fp	.
as	Haz	VMM02S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
te	te	PP2CS000	te
acomode	acomode	VMSP0S0	acomodar
y	y	CC	y
contestales	contéstales	SPS00	contéstales
lo	lo	DA0NS0	el
que	que	PR0CN000	que
gustes	gustes	VMSP2S0	gustar
	.	Fp	.
yo	Yo	PP1CSN00	yo
soy	soy	VSIP1S0	ser
un	un	DI0MS0	uno
cerro	cero	NCMS000	cero
para	para	SPS00	para
todo	todo	PI0MS000	todo
	.	Fp	.
no	No	RN	no
dejes	dejes	VMSP2S0	dejar
de	de	SPS00	de
contestarles	contestarles	VMN0000+PP3CPD00	contestar+le
	.	Fp	.
tanbien	También	RG	también
puedes	puedes	VMIP2S0	poder
informarte	informarte	VMN0000+PP2CS000	informar+te
para	para	SPS00	para
quien	quién	PT0CS000	quién
a	ha	VAIP3S0	haber
serbido	servido	VMP0000	servir
la	la	DA0FS0	el
jaca	jaca	NCFS000	jaca
en	en	SPS00	en
el	el	DA0MS0	el
tienpo	tiempo	NCMS000	tiempo
qe	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
e	he	VAIP1S0	haber
stado	estado	VMP0000	estar
en	en	SPS00	en
casa	casa	NCFS000	casa
	,	Fc	,
pues	pues	CS	pues
tu	tu	DP2CSS	tu
Padre	padre	NCMS000	padre
fue	fue	VSIS3S0	ser
el	el	DA0MS0	el
amo	amo	NCMS000	amo
d	de	SPS00	de
ella	ella	PP3FS000	él
	.	Fp	.
muchas	Muchas	DI0FP0	mucho
cosas	cosas	NCFP000	cosa
te	te	PP2CS000	te
diria	diría	VMIC0S0	decir
qe	que	CS	que
as	has	VAIP2S0	haber
dicho	dicho	VMP0000	decir
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
	,	Fc	,
pero	pero	CC	pero
las	las	PP3FPA00	lo
dejo	dejo	VMIP1S0	dejar
	.	Fp	.
no	No	RN	no
soy	soy	VSIP1S0	ser
yo	yo	PP1CSN00	yo
capaz	capaz	AQ0CS0	capaz
de	de	SPS00	de
berter	verter	VMN0000	verter
una	una	DI0FS0	uno
espresion	expresión	NCFS000	expresión
contra	contra	SPS00	contra
ti	ti	PP2CSO00	ti
	,	Fc	,
mui	muy	RQ	muy
a	a	SPS00	a
lo	lo	DA0NS0	el
contrario	contrario	NCMS000	contrario
	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
dispon	dispón	VMM02S0	disponer
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
mejor	mejor	RC	mejor
te	te	PP2CS000	te
acomode	acomode	VMSP0S0	acomodar
en	en	SPS00	en
la	la	DA0FS0	el
inteligencia	inteligencia	NCFS000	inteligencia
qe	que	CS	que
aqui	aquí	RG	aquí
no	no	RN	no
quiero	quiero	VMIP1S0	querer
estar	estar	VMN0000	estar
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
puedo	puedo	VMIP1S0	poder
sufrir	sufrir	VMN0000	sufrir
mas	más	RC	más
las	las	DA0FP0	el
cosas	cosas	NCFP000	cosa
qe	que	PR0CN000	que
estan	están	VMIP3P0	estar
cociendo	cociendo	VMG0000	cocer
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
	,	Fc	,
las	las	DA0FP0	el
qe	que	PR0CN000	que
tu	tú	PP2CSN00	tú
no	no	RN	no
inoras	ignoras	VMIP2S0	ignorar
	.	Fp	.
mui	Muy	RQ	muy
bien	bien	RG	bien
tu	tú	PP2CSN00	tú
te	te	PP2CS000	te
fuste	fuiste	VMIS2S0	ir
por	por	SPS00	por
no	no	RN	no
poderlas	poderlas	VMN0000+PP3FPA00	poder+lo
sufrir	sufrir	VMN0000	sufrir
y	y	CC	y
quieres	quieres	VMIP2S0	querer
que	que	CS	que
una	una	DI0FS0	uno
mujer	mujer	NCFS000	mujer
aguante	aguante	VMSP0S0	aguantar
mas	más	RC	más
de	de	SPS00	de
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
puede	puede	VMIP3S0	poder
	,	Fc	,
cuando	cuando	PA000000	cuando
no	no	RN	no
hay	hay	VMIP3S0	haber
cosa	cosa	NCFS000	cosa
que	que	CS	que
con	con	SPS00	con
gusto	gusto	NCMS000	gusto
por	por	SPS00	por
ti	ti	PP2CSO00	ti
no	no	RN	no
aya	haya	VASP0S0	haber
sufrido	sufrido	VMP0000	sufrir
	.	Fp	.
y	Y	CC	y
todabia	todavía	RG	todavía
soy	soy	VSIP1S0	ser
mala	mala	AQ0FS0	malo
	.	Fp	.
te	Te	PP2CS000	te
remito	remito	VMIP1S0	remitir
seis	seis	Z	6
cullos	cuellos	NCMP000	cuello
y	y	CC	y
tres	tres	Z	3
pares	pares	NCMP000	par
de	de	SPS00	de
calzetas	calcetas	NCFP000	calceta
	.	Fp	.
el	El	DA0MS0	el
niño	niño	NCMS000	niño
esta	está	VMIP3S0	estar
bueno	bueno	AQ0MS0	bueno
	.	Fp	.
se	Sé	VMIP1S0	saber
feliz	feliz	AQ0CS0	feliz
separado	separado	VMP00SM	separar
de	de	SPS00	de
las	la	DA0FS0	el
mas	más	RC	más
mala	mala	AQ0FS0	malo
y	y	CC	y
desgraciada	desgraciada	VMP00SF	desgraciar
Mujer	mujer	NCFS000	mujer
	.	Fp	.
T	Tu	DP2CSS	tu
E	esposa	NCFS000	esposo
	.	Fp	.
