Lisboa	Lisboa	NP00000	lisboa
hira	irá	VMIF3S0	ir
a	a	SPS00	a
encomudar	incomodar	VMN0000	incomodar
	;	Fx	;
mas	más	RC	más
Bien	bien	RG	bien
tal	tal	DD0CS0	tal
Bes	vez	NCFS000	vez
sera	será	VSIF3S0	ser
para	para	SPS00	para
tu	tu	DP2CSS	tu
bien	bien	NCMS000	bien
	,	Fc	,
si	si	CS	si
tu	tú	PP2CSN00	tú
susistes	subsistes	VMIP2S0	subsistir
con	con	SPS00	con
el	el	DA0MS0	el
ynterios	interior	NCMS000	interior
que	que	PR0CN000	que
tenias	tenías	VMII2S0	tener
quando	cuando	PA000000	cuando
yo	yo	PP1CSN00	yo
estaba	estaba	VMII0S0	estar
en	en	SPS00	en
esa	ésa	PD0FS000	ese
de	de	SPS00	de
billafranca	Villafranca	NP00000	villafranca
	.	Fp	.
mas	Mas	CC	mas
con	con	SPS00	con
el	el	DA0MS0	el
contar	contar	VMN0000	contar
que	que	CS	que
No	no	RN	no
eres	eres	VSIP2S0	ser
menester	menester	NCMS000	menester
mas	más	RC	más
que	que	CS	que
tu	tú	PP2CSN00	tú
agas	hagas	VMSP2S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
el	el	DA0MS0	el
dador	dador	NCMS000	dador
de	de	SPS00	de
esta	ésta	PD0FS000	este
te	te	PP2CS000	te
diga	diga	VMSP0S0	decir
	,	Fc	,
llebandolo	llevándolo	VMG0000+PP3MSA00	llevar+lo
tu	tú	PP2CSN00	tú
a	a	SPS00	a
los	los	DA0MP0	el
pueblos	pueblos	NCMP000	pueblo
y	y	CC	y
me	me	PP1CS000	me
d	de	SPS00	de
utos	autos	NCMP000	auto
del	del	SPS00+DA0MS0	de+el
nuestro	nuestro	PX1MS0P0	nuestro
	.	Fc	,
podras	Podrás	VMIF2S0	poder
acomodarte	acomodarte	VMN0000+PP2CS000	acomodar+te
mui	muy	RQ	muy
bien	bien	RG	bien
de	de	SPS00	de
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
sea	sea	VSSP0S0	ser
posible	posible	AQ0CS0	posible
	.	Fp	.
mas	Mas	CC	mas
lo	lo	PP3MSA00	lo
llebaras	llevarás	VMIF2S0	llevar
a	a	SPS00	a
safra	Zafra	NP00000	zafra
	,	Fc	,
que	que	CS	que
tiene	tiene	VMIP3S0	tener
deseo	deseo	NCMS000	deseo
de	de	SPS00	de
bel	ver	VMN0000	ver
esa	esa	DD0FS0	ese
tierra	tierra	NCFS000	tierra
	,	Fc	,
en	en	SPS00	en
la	la	DA0FS0	el
que	que	PR0CN000	que
tu	tú	PP2CSN00	tú
puedes	puedes	VMIP2S0	poder
d	de	SPS00	de
ir	ir	VMN0000	ir
con	con	SPS00	con
el	él	PP3MS000	él
a	a	SPS00	a
comer	comer	VMN0000	comer
dil	dil	X	x
	.	Fp	.
y	Y	CC	y
ganaras	ganarás	VMIF2S0	ganar
mas	más	RC	más
con	con	SPS00	con
el	el	DA0MS0	el
dicho	dicho	VMP00SM	decir
sujeto	sujeto	NCMS000	sujeto
que	que	CS	que
en	en	SPS00	en
el	el	DA0MS0	el
destajo	destajo	NCMS000	destajo
almendralejo	Almendralejo	NP00000	almendralejo
Ribera	ribera	NCFS000	ribera
	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
abla	habla	VMM02S0	hablar
tu	tú	PP2CSN00	tú
con	con	SPS00	con
el	el	DA0MS0	el
dador	dador	NCMS000	dador
de	de	SPS00	de
esa	ésa	PD0FS000	ese
	,	Fc	,
que	que	CS	que
tal	tal	DD0CS0	tal
Bes	vez	NCFS000	vez
sea	sea	VSSP0S0	ser
la	la	DA0FS0	el
felicida	felicidad	NCFS000	felicidad
y	y	CC	y
tal	tal	DD0CS0	tal
Bes	vez	NCFS000	vez
podras	podrás	VMIF2S0	poder
venir	venir	VMN0000	venir
a	a	SPS00	a
verme	verme	VMN0000+PP1CS000	ver+me
A	a	SPS00	a
esta	ésta	PD0FS000	este
	,	Fc	,
si	si	CS	si
tu	tú	PP2CSN00	tú
quieres	quieres	VMIP2S0	querer
	,	Fc	,
con	con	SPS00	con
el	el	DA0MS0	el
dador	dador	NCMS000	dador
ya	ya	RG	ya
echo	hecho	VMP00SM	hacer
onbre	hombre	NCMS000	hombre
de	de	SPS00	de
casa	casa	NCFS000	casa
i	y	CC	y
bida	vida	NCFS000	vida
	.	Fp	.
y	Y	CC	y
quidas	quizás	RG	quizás
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
podre	podré	VMIF1S0	poder
d	de	SPS00	de
ir	ir	VMN0000	ir
con	con	SPS00	con
bosotros	vosotros	PP2MP000	vosotros
	,	Fc	,
si	si	CS	si
mi	mi	DP1CSS	mi
suerte	suerte	NCFS000	suerte
es	es	VSIP3S0	ser
buena	buena	AQ0FS0	bueno
,	.	Fp	.
da	Da	VMM02S0	dar
mil	mil	Z	1000
espresiones	expresiones	NCFP000	expresión
a	a	SPS00	a
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
que	que	PR0CN000	que
tu	tú	PP2CSN00	tú
sabes	sabes	VMIP2S0	saber
que	que	PR0CN000	que
eran	eran	VSII3P0	ser
de	de	SPS00	de
mi	mi	DP1CSS	mi
agardo	agrado	NCMS000	agrado
y	y	CC	y
aquellas	aquellas	DD0FP0	aquel
personas	personas	NCFP000	persona
que	que	PR0CN000	que
tu	tú	PP2CSN00	tú
sabes	sabes	VMIP2S0	saber
	,	Fc	,
y	y	CC	y
en	en	SPS00	en
particular	particular	NCMS000	particular
a	a	SPS00	a
tu	tu	DP2CSS	tu
ermano	hermano	NCMS000	hermano
mateo	Mateo	NP00000	mateo
y	y	CC	y
A	a	SPS00	a
Manuel	Manuel	NP00000	manuel
paRa	Parra	NP00000	parra
y	y	CC	y
a	a	SPS00	a
todas	todas	DI0FP0	todo
su	sus	DP3CP0	su
familias	familias	NCFP000	familia
y	y	CC	y
a	a	SPS00	a
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
putas	putas	NCFP000	puta
que	que	PR0CN000	que
ai	hay	VMIP3S0	haber
en	en	SPS00	en
todo	todo	DI0MS0	todo
ese	ese	DD0MS0	ese
guo	guo	X	x
	.	Fp	.
y	Y	CC	y
tu	tú	PP2CSN00	tú
con	con	SPS00	con
tu	tu	DP2CSS	tu
espoza	esposa	NCFS000	esposo
.	.	Fp	.
ResiBe	Recibe	VMM02S0	recibir
el	el	DA0MS0	el
corason	corazón	NCMS000	corazón
de	de	SPS00	de
este	este	DD0MS0	este
tu	tu	DP2CSS	tu
mas	más	RC	más
amigo	amigo	NP00000	amigo
	,	Fc	,
Domingo	Domingo	NP00000	domingo
cortes	Cortés	NP00000	cortés
