querido	Querido	VMP00SM	querer
estoi	estoy	VMIP1S0	estar
y	y	CC	y
estare	estaré	VMIF1S0	estar
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
bida	vida	NCFS000	vida
para	para	SPS00	para
quererte	quererte	VMN0000+PP2CS000	querer+te
	,	Fc	,
pues	pues	CS	pues
	,	Fc	,
como	como	CS	como
te	te	PP2CS000	te
dijo	digo	VMIP1S0	decir
	,	Fc	,
dicia	decía	VMII0S0	decir
dos	dos	Z	2
o	o	CC	o
tres	tres	Z	3
años	años	NCMP000	año
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
contestaras	contestarás	VMIF2S0	contestar
a	a	SPS00	a
mi	mi	DP1CSS	mi
modo	modo	NCMS000	modo
de	de	SPS00	de
pensar	pensar	VMN0000	pensar
y	y	CC	y
lo	lo	DA0NS0	el
que	que	PR0CN000	que
emos	hemos	VMIP1P0	haber
de	de	SPS00	de
determinar	determinar	VMN0000	determinar
los	los	DA0MP0	el
dos	dos	Z	2
	,	Fc	,
dueño	dueño	NP00000	dueño
mio	mío	DP1MSS	mío
	,	Fc	,
pues	pues	CS	pues
soi	soy	VSIP1S0	ser
niña	niña	NCFS000	niño
y	y	CC	y
no	no	RN	no
ynoro	ignoro	VMIP1S0	ignorar
nada	nada	PI0NN00N	nada
	.	Fp	.
y	Y	CC	y
si	si	CS	si
acaso	acaso	RG	acaso
te	te	PP2CS000	te
se	se	P00CN000	se
acaba	acaba	VMIP3S0	acabar
el	el	DA0MS0	el
amor	amor	NCMS000	amor
que	que	PR0CN000	que
me	me	PP1CS000	me
tienes	tienes	VMIP2S0	tener
a	a	SPS00	a
mi	mí	PP1CSO00	mí
y	y	CC	y
tratas	tratas	NCFP000	trata
con	con	SPS00	con
otra	otra	PI0FS000	otro
	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
a	ha	VAIP3S0	haber
pasado	pasado	VMP0000	pasar
entre	entre	SPS00	entre
los	los	DA0MP0	el
dos	dos	Z	2
no	no	RN	no
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
digas	digas	VMSP2S0	decir
a	a	SPS00	a
nadie	nadie	PI0NN00N	nadie
	,	Fc	,
dueño	dueño	NCMS000	dueño
de	de	SPS00	de
mi	mi	DP1CSS	mi
coracon	corazón	NCMS000	corazón
	.	Fp	.
y	Y	CC	y
estoi	estoy	VMIP1S0	estar
firme	firme	AQ0CS0	firme
en	en	SPS00	en
cererte	quererte	VMN0000+PP2CS000	querer+te
cada	cada	DI0CN0	cada
dia	día	NCMS000	día
mas	más	RC	más
	.	Fp	.
pues	Pues	CS	pues
no	no	RN	no
se	sé	VMIP1S0	saber
si	si	CSI	si
tu	tu	DP2CSS	tu
amor	amor	NCMS000	amor
ijualara	igualará	VMIF3S0	igualar
con	con	SPS00	con
el	el	DA0MS0	el
mio	mío	PX1MS0S0	mío
	,	Fc	,
pues	pues	CS	pues
aunque	aunque	CS	aunque
fuera	fuera	VSSI0S0	ser
por	por	SPS00	por
muhos	muchos	DI0MP0	mucho
años	años	NCMP000	año
nos	nos	PP1CP000	nos
ajuandariamos	aguantaríamos	VMIC1P0	aguantar
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
an	han	VAIP3P0	haber
diho	dicho	VMP0000	decir
que	que	CS	que
el	el	DA0MS0	el
trijo	trigo	NCMS000	trigo
que	que	CS	que
janas	ganas	NCFP000	gana
en	en	SPS00	en
ese	ese	DD0MS0	ese
lujar	lugar	NCMS000	lugar
es	es	VSIP3S0	ser
la	la	DA0FS0	el
mita	mitad	NCFS000	mitad
para	para	SPS00	para
tu	tu	DP2CSS	tu
amo	amo	NCMS000	amo
el	el	DA0MS0	el
de	de	SPS00	de
frehilla	Frechilla	NP00000	frechilla
	.	Fp	.
y	Y	CC	y
tu	tú	PP2CSN00	tú
como	como	CS	como
onbre	hombre	NCMS000	hombre
de	de	SPS00	de
mas	más	RC	más
conocimiento	conocimiento	NCMS000	conocimiento
que	que	CS	que
yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
debes	debes	VMIP2S0	deber
de	de	SPS00	de
mirar	mirar	VMN0000	mirar
con	con	SPS00	con
mas	más	RC	más
refleysion	reflexión	NCFS000	reflexión
que	que	CS	que
yo	yo	PP1CSN00	yo
	,	Fc	,
que	que	CS	que
soy	soy	VSIP1S0	ser
niña	niña	NCFS000	niño
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
es	es	VSIP3S0	ser
para	para	SPS00	para
un	un	DI0MS0	uno
dia	día	NCMS000	día
ni	ni	CC	ni
dos	dos	Z	2
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
para	para	SPS00	para
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
bida	vida	NCFS000	vida
y	y	CC	y
por	por	SPS00	por
eso	eso	PD0NN000	eso
te	te	PP2CS000	te
lo	lo	PP3CNA00	lo
dijo	digo	VMIP1S0	decir
	.	Fp	.
y	Y	CC	y
sabras	sabrás	VMIF2S0	saber
como	como	CS	como
me	me	PP1CS000	me
pejo	pegó	VMIS3S0	pegar
mi	mi	DP1CSS	mi
padre	padre	NCMS000	padre
	.	Fp	.
y	Y	CC	y
no	no	RN	no
siento	siento	VMIP1S0	sentir
yo	yo	PP1CSN00	yo
el	el	DA0MS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
pejara	pegara	VMSI0S0	pegar
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
pues	pues	CS	pues
siento	siento	VMIP1S0	sentir
lo	lo	DA0NS0	el
que	que	PR0CN000	que
yco	hizo	VMIS3S0	hacer
contijo	contigo	SPS00+PP2CSO00	con+ti
	.	Fp	.
y	Y	CC	y
mandame	mándame	VMM02S0+PP1CS000	mandar+me
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
te	te	PP2CS000	te
pueda	pueda	VMSP0S0	poder
serbir	servir	VMN0000	servir
	,	Fc	,
dueño	dueño	NP00000	dueño
mio	mío	DP1MSS	mío
	,	Fc	,
a	a	SPS00	a
esta	ésta	PD0FS000	este
que	que	CS	que
desea	desea	VMIP3S0	desear
serbirte	servirte	VMN0000+PP2CS000	servir+te
	,	Fc	,
Victoria	Victoria	NCFS000	victoria
Martinez	Martínez	NP00000	martínez
	.	Fp	.
que	Que	CS	que
no	no	RN	no
tengamos	tengamos	VMSP1P0	tener
que	que	CS	que
suspirar	suspirar	VMN0000	suspirar
despues	después	RG	después
	,	Fc	,
pues	pues	CS	pues
pensandolo	pensándolo	VMG0000+PP3MSA00	pensar+lo
bien	bien	RG	bien
quando	cuando	PA000000	cuando
cieras	quieras	VMSP2S0	querer
	.	Fp	.
