cojecer	Cogeces	NP00000	cogeces
Dios	Dios	NP00000	dios
y	y	CC	y
en	en	SPS00	en
la	la	DA0FS0	el
corona	Corona	NP00000	corona
y	y	CC	y
en	en	SPS00	en
la	la	DA0FS0	el
leche	leche	NCFS000	leche
de	de	SPS00	de
christo	Cristo	NP00000	cristo
y	y	CC	y
que	que	CS	que
estaba	estaba	VMII0S0	estar
ya	ya	RG	ya
condenado	condenado	NCMS000	condenado
	.	Fp	.
y	Y	CC	y
que	que	CS	que
nadie	nadie	PI0NN00N	nadie
se	se	P00CN000	se
arrimase	arrimase	VMSI0S0	arrimar
a	a	SPS00	a
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
pues	pues	CS	pues
	,	Fc	,
como	como	CS	como
metia	metía	VMII0S0	meter
el	el	DA0MS0	el
cuchillo	cuchillo	NCMS000	cuchillo
por	por	SPS00	por
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
	,	Fc	,
se	se	P00CN000	se
le	le	PP3CSD00	le
meteria	metería	VMIC0S0	meter
a	a	SPS00	a
el	el	DA0MS0	el
que	que	PR0CN000	que
entrase	entrase	VMSI0S0	entrar
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
birtud	virtud	NCFS000	virtud
de	de	SPS00	de
dha	dicha	VMP00SF	decir
queja	queja	NCFS000	queja
pase	pasé	VMIS1S0	pasar
imediatamente	inmediatamente	RG	inmediatamente
	,	Fc	,
acompañado	acompañado	VMP00SM	acompañar
de	de	SPS00	de
el	el	DA0MS0	el
juez	juez	NCMS000	juez
de	de	SPS00	de
Reos	reos	NCMP000	reo
y	y	CC	y
Alguazil	alguacil	NCMS000	alguacil
y	y	CC	y
otros	otros	DI0MP0	otro
vezinos	vecinos	NCMP000	vecino
	,	Fc	,
a	a	SPS00	a
la	la	DA0FS0	el
casa	casa	NCFS000	casa
morada	morada	NCFS000	morada
de	de	SPS00	de
dha	dicha	VMP00SF	decir
su	su	DP3CS0	su
Madre	madre	NCFS000	madre
donde	donde	PA000000	donde
el	él	PP3MS000	él
abita	habita	VMIP3S0	habitar
,	,	Fc	,
y	y	CC	y
en	en	SPS00	en
la	la	DA0FS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
quedo	quedó	VMIS3S0	quedar
cerrado	cerrado	VMP0000	cerrar
despues	después	RG	después
que	que	CS	que
se	se	P00CN000	se
salio	salió	VMIS3S0	salir
su	su	DP3CS0	su
madre	madre	NCFS000	madre
y	y	CC	y
Ermano	hermano	NCMS000	hermano
,	.	Fp	.
y	Y	CC	y
pasando	pasando	VMG0000	pasar
a	a	SPS00	a
estar	estar	VMN0000	estar
con	con	SPS00	con
su	su	DP3CS0	su
madre	madre	NCFS000	madre
y	y	CC	y
preguntandola	preguntándola	VMG0000+PP3FSD00	preguntar+lo
que	qué	PT0CN000	qué
era	era	VSII0S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
abia	había	VAII0S0	haber
ocurrido	ocurrido	VMP0000	ocurrir
con	con	SPS00	con
su	su	DP3CS0	su
hijo	hijo	NP00000	hijo
Josep	José	NP00000	josé
Redondo	Redondo	NP00000	redondo
,	,	Fc	,
respondio	respondió	VMIS3S0	responder
asi	así	RG	así
su	su	DP3CS0	su
Madre	madre	NCFS000	madre
como	como	CS	como
su	su	DP3CS0	su
Ermano	hermano	NCMS000	hermano
y	y	CC	y
el	el	DA0MS0	el
mozo	mozo	NCMS000	mozo
dho	dicho	VMP00SM	decir
que	que	CS	que
	,	Fc	,
abiendole	habiéndole	VAG0000+PP3CSD00	haber+le
recombenido	reconvenido	VMP0000	reconvenir
que	que	CS	que
por	por	SPS00	por
que	qué	PT0CN000	qué
benia	venía	VMII0S0	venir
tan	tan	RC	tan
tarde	tarde	RG	tarde
	(	Fba	(
que	que	CS	que
su	su	DP3CS0	su
Madre	madre	NCFS000	madre
y	y	CC	y
ermano	hermano	NCMS000	hermano
ya	ya	RG	ya
abian	habían	VAII3P0	haber
cerrado	cerrado	VMP0000	cerrar
	)	Fbt	)
	,	Fc	,
y	y	CC	y
que	que	CS	que
el	él	PP3MS000	él
allo	halló	VMIS3S0	hallar
tenia	tenía	VMII0S0	tener
su	su	DP3CS0	su
cena	cena	NCFS000	cena
y	y	CC	y
enfadado	enfadado	VMP00SM	enfadar
prorumpio	prorrumpió	VMIS3S0	prorrumpir
en	en	SPS00	en
palabras	palabras	NCFP000	palabra
feas	feas	AQ0FP0	feo
dizindo	diciendo	VMG0000	decir
a	a	SPS00	a
su	su	DP3CS0	su
Madre	madre	NCFS000	madre
que	que	CS	que
se	se	P00CN000	se
queria	quería	VMII0S0	querer
d	di	VMIS1S0	dar
ir	ir	VMN0000	ir
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
	,	Fc	,
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
su	su	DP3CS0	su
Madre	madre	NCFS000	madre
le	le	PP3CSD00	le
replico	replicó	VMIS3S0	replicar
dizindo	diciendo	VMG0000	decir
	:	Fd	:
	¡	Faa	¡
picaro	Pícaro	NCMS000	pícaro
	,	Fc	,
asi	así	RG	así
me	me	PP1CS000	me
pagas	pagas	VMIP2S0	pagar
lo	lo	DA0NS0	el
qu	que	PR0CN000	que
e	he	VAIP1S0	haber
hecho	hecho	VMP0000	hacer
por	por	SPS00	por
ti	ti	PP2CSO00	ti
;	!	Fat	!
y	Y	CC	y
por	por	SPS00	por
esto	esto	PD0NN000	esto
furiosamente	furiosamente	RG	furiosamente
enfadado	enfadado	VMP00SM	enfadar
pego	pegó	VMIS3S0	pegar
a	a	SPS00	a
su	su	DP3CS0	su
madre	madre	NCFS000	madre
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
mozo	mozo	NCMS000	mozo
y	y	CC	y
Ermano	hermano	NCMS000	hermano
se	se	P00CN000	se
agarro	agarró	VMIS3S0	agarrar
a	a	SPS00	a
el	él	PP3MS000	él
y	y	CC	y
le	le	PP3CSD00	le
dijo	dijo	VMIS3S0	decir
	:	Fd	:
	¡	Faa	¡
picaro	Pícaro	NCMS000	pícaro
	,	Fc	,
que	qué	PT0CN000	qué
se	se	P00CN000	se
entiende	entiende	VMIP3S0	entender
el	el	DA0MS0	el
pegar	pegar	VMN0000	pegar
a	a	SPS00	a
Madre	madre	NCFS000	madre
	!	Fat	!
y	Y	CC	y
entonzes	entonces	RG	entonces
el	el	DA0MS0	el
Josep	José	NP00000	josé
redondo	Redondo	NP00000	redondo
cojio	cogió	VMIS3S0	coger
el	el	DA0MS0	el
cuchillo	cuchillo	NCMS000	cuchillo
de	de	SPS00	de
cozina	cocina	NCFS000	cocina
y	y	CC	y
dijo	dijo	VMIS3S0	decir
que	que	CS	que
los	los	PP3MPA00	lo
iba	iba	VMII0S0	ir
a	a	SPS00	a
matar	matar	VMN0000	matar
a	a	SPS00	a
entramos	entrambos	PI0MP000	entrambos
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
estas	estas	DD0FP0	este
razones	razones	NCFP000	razón
determine	determiné	VMIS1S0	determinar
yo	yo	PP1CSN00	yo
	,	Fc	,
el	el	DA0MS0	el
sr	señor	NP00000	señor
Alcalde	alcalde	NCMS000	alcalde
	,	Fc	,
y	y	CC	y
abrir	abrir	VMN0000	abrir
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
	.	Fp	.
y	Y	CC	y
llamando	llamando	VMG0000	llamar
dos	dos	Z	2
o	o	CC	o
tres	tres	Z	3
bezes	veces	NCFP000	vez
respondio	respondió	VMIS3S0	responder
que	que	CS	que
alli	allí	RG	allí
no	no	RN	no
entraba	entraba	VMII0S0	entrar
dingun	ningún	DI0MS0	ninguno
carajo	carajo	NCMS000	carajo
porque	porque	CS	porque
perderia	perdería	VMIC0S0	perder
la	la	DA0FS0	el
vida	vida	NCFS000	vida
	,	Fc	,
ni	ni	CC	ni
dios	Dios	NP00000	dios
tampoco	tampoco	RG	tampoco
entraba	entraba	VMII0S0	entrar
,	,	Fc	,
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
pedi	pedí	VMIS1S0	pedir
ausilio	auxilio	NCMS000	auxilio
a	a	SPS00	a
los	los	DA0MP0	el
vecinos	vecinos	NCMP000	vecino
que	que	CS	que
alli	allí	RG	allí
estaban	estaban	VMII3P0	estar
	.	Fp	.
el	Él	PP3MS000	él
enpenco	empezó	VMIS3S0	empezar
a	a	SPS00	a
clabar	clavar	VMN0000	clavar
el	el	DA0MS0	el
quarteron	cuarterón	NCMS000	cuarterón
de	de	SPS00	de
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
y	y	CC	y
luego	luego	RG	luego
por	por	SPS00	por
dentro	dentro	RG	dentro
andubo	anduvo	VMIS3S0	andar
golpiando	golpeando	VMG0000	golpear
en	en	SPS00	en
las	las	DA0FP0	el
puertas	puertas	NCFP000	puerta
por	por	SPS00	por
dentro	dentro	RG	dentro
	,	Fc	,
pues	pues	CS	pues
sabia	sabía	VMII0S0	saber
que	que	CS	que
abia	había	VMII0S0	haber
en	en	SPS00	en
una	una	DI0FS0	uno
sala	sala	NCFS000	sala
una	una	DI0FS0	uno
hescopeta	escopeta	NCFS000	escopeta
	.	Fp	.
y	Y	CC	y
esbarato	desbarató	VMIS3S0	desbaratar
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
donde	donde	PA000000	donde
esta	está	VMIP3S0	estar
la	la	DA0FS0	el
escopeta	escopeta	NCFS000	escopeta
del	del	SPS00+DA0MS0	de+el
Ermano	hermano	NCMS000	hermano
	,	Fc	,
la	la	DA0FS0	el
que	que	PR0CN000	que
apunto	apuntó	VMIS3S0	apuntar
a	a	SPS00	a
el	el	DA0MS0	el
valcon	balcón	NCMS000	balcón
	.	Fp	.
y	Y	CC	y
dijo	dijo	VMIS3S0	decir
yba	iba	VMII0S0	ir
a	a	SPS00	a
matar	matar	VMN0000	matar
a	a	SPS00	a
el	el	DA0MS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
pusiese	pusiese	VMSI0S0	poner
por	por	SPS00	por
delante	delante	RG	delante
	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
determine	determiné	VMIS1S0	determinar
d	di	VMIS1S0	dar
ir	ir	VMN0000	ir
a	a	SPS00	a
retirarnos	retirarnos	VMN0000+PP1CP000	retirar+nos
por	por	SPS00	por
la	la	DA0FS0	el
trasera	trasera	NCFS000	trasera
para	para	SPS00	para
a	a	SPS00	a
ber	ver	VMN0000	ver
si	si	CS	si
se	se	P00CN000	se
podia	podía	VMII0S0	poder
entrar	entrar	VMN0000	entrar
en	en	SPS00	en
la	la	DA0FS0	el
casa	casa	NCFS000	casa
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
tanto	tanto	RG	tanto
a	a	SPS00	a
perrillo	perrillo	NCMS000	perrillo
y	y	CC	y
se	se	P00CN000	se
afogono	afogonó	VMIS3S0	afogonar
y	y	CC	y
abiendola	habiéndola	VAG0000+PP3FSA00	haber+lo
buelto	vuelto	VMP0000	volver
a	a	SPS00	a
montar	montar	VMN0000	montar
la	la	PP3FSA00	lo
disparo	disparó	VMIS3S0	disparar
	,	Fc	,
de	de	SPS00	de
suerte	suerte	NCFS000	suerte
que	que	CS	que
si	si	CS	si
las	las	DA0FP0	el
jentes	gentes	NCFP000	gente
que	que	PR0CN000	que
estaban	estaban	VMII3P0	estar
en	en	SPS00	en
el	el	DA0MS0	el
soportal	soportal	NCMS000	soportal
de	de	SPS00	de
la	la	DA0FS0	el
casa	casa	NCFS000	casa
de	de	SPS00	de
conzejo	concejo	NCMS000	concejo
no	no	RN	no
se	se	P00CN000	se
hubieran	hubieran	VASI3P0	haber
retirado	retirado	VMP0000	retirar
tras	tras	SPS00	tras
de	de	SPS00	de
los	los	DA0MP0	el
postes	postes	NCMP000	poste
hubiera	hubiera	VASI0S0	haber
cojido	cogido	VMP0000	coger
algunos	algunos	PI0MS000	alguno
	,	Fc	,
pues	pues	CS	pues
dizen	dicen	VMIP3P0	decir
esta	está	VMIP3S0	estar
cargada	cargada	VMP00SF	cargar
de	de	SPS00	de
postas	postas	NCFP000	posta
	.	Fp	.
y	Y	CC	y
biendo	viendo	VMG0000	ver
esto	esto	PD0NN000	esto
que	que	CS	que
estaba	estaba	VMII0S0	estar
cerrada	cerrada	VMP00SF	cerrar
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
trasera	trasera	NCFS000	trasera
se	se	P00CN000	se
bolbio	volvió	VMIS3S0	volver
a	a	SPS00	a
la	la	DA0FS0	el
otra	otra	PI0FS000	otro
	.	Fp	.
antes	Antes	RG	antes
que	que	CS	que
bolbiese	volviese	VMSI0S0	volver
a	a	SPS00	a
cargar	cargar	VMN0000	cargar
se	se	P00CN000	se
golpio	golpeó	VMIS3S0	golpear
	,	Fc	,
salto	saltó	VMIS3S0	saltar
la	la	DA0FS0	el
haldaba	aldaba	NCFS000	aldaba
del	del	SPS00+DA0MS0	de+el
ventano	ventano	NCMS000	ventano
de	de	SPS00	de
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
y	y	CC	y
se	se	P00CN000	se
abrio	abrió	VMIS3S0	abrir
esta	ésta	PD0FS000	este
	.	Fp	.
y	Y	CC	y
entre	entré	VMIS1S0	entrar
yo	yo	PP1CSN00	yo
el	el	DA0MS0	el
primero	primero	RG	primero
en	en	SPS00	en
el	el	DA0MS0	el
portal	portal	NCMS000	portal
y	y	CC	y
bajo	bajó	VMIS3S0	bajar
el	él	PP3MS000	él
con	con	SPS00	con
la	la	DA0FS0	el
escopeta	escopeta	NCFS000	escopeta
y	y	CC	y
me	me	PP1CS000	me
apunto	apuntó	VMIS3S0	apuntar
	,	Fc	,
y	y	CC	y
como	como	CS	como
no	no	RN	no
estaba	estaba	VMII0S0	estar
cargada	cargada	VMP00SF	cargar
no	no	RN	no
hizo	hizo	VMIS3S0	hacer
efecto	efecto	NCMS000	efecto
	.	Fp	.
subiose	Subiose	VMIS3S0+P00CN000	subir+se
por	por	SPS00	por
la	la	DA0FS0	el
escalera	escalera	NCFS000	escalera
y	y	CC	y
tras	tras	SPS00	tras
del	del	SPS00+DA0MS0	de+el
tiro	tiro	NCMS000	tiro
a	a	SPS00	a
zerrar	cerrar	VMN0000	cerrar
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
de	de	SPS00	de
esta	ésta	PD0FS000	este
y	y	CC	y
no	no	RN	no
le	le	PP3CSD00	le
di	di	VMIS1S0	dar
lugar	lugar	NCMS000	lugar
	.	Fp	.
retirose	Retirose	VMIS3S0+P00CN000	retirar+se
a	a	SPS00	a
la	la	DA0FS0	el
sala	sala	NCFS000	sala
y	y	CC	y
cerro	cerró	VMIS3S0	cerrar
esta	esta	DD0FS0	este
puerta	puerta	NCFS000	puerta
con	con	SPS00	con
llabe	llave	NCFS000	llave
y	y	CC	y
se	se	P00CN000	se
puso	puso	VMIS3S0	poner
a	a	SPS00	a
cargar	cargar	VMN0000	cargar
la	la	DA0FS0	el
Escopeta	escopeta	NCFS000	escopeta
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
el	el	DA0MS0	el
istante	instante	NCMS000	instante
mande	mandé	VMIS1S0	mandar
subir	subir	VMN0000	subir
una	una	DI0FS0	uno
peña	peña	NCFS000	peña
para	para	SPS00	para
abir	abir	VMN0000	abir
la	la	DA0FS0	el
puerta	puerta	NCFS000	puerta
y	y	CC	y
	,	Fc	,
abiendola	habiéndola	VAG0000+PP3FSA00	haber+lo
abirto	abierto	VMP0000	abrir
un	un	DI0MS0	uno
poco	poco	RQ	poco
	,	Fc	,
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
rretire	retiré	VMIS1S0	retirar
tras	tras	SPS00	tras
de	de	SPS00	de
ella	ella	PP3FS000	él
y	y	CC	y
el	él	PP3MS000	él
saco	sacó	VMIS3S0	sacar
el	el	DA0MS0	el
cañon	cañón	NCMS000	cañón
	.	Fp	.
disparo	Disparó	VMIS3S0	disparar
y	y	CC	y
dio	dio	VMIS3S0	dar
el	el	DA0MS0	el
tiro	tiro	NCMS000	tiro
en	en	SPS00	en
un	un	DI0MS0	uno
muslo	muslo	NCMS000	muslo
de	de	SPS00	de
Lorenzo	Lorenzo	NP00000	lorenzo
Niño	Niño	NCMS000	niño
	,	Fc	,
mozo	mozo	NCMS000	mozo
soltero	soltero	NCMS000	soltero
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
esto	esto	PD0NN000	esto
nos	nos	PP1CP000	nos
metimos	metimos	VMIS1P0	meter
de	de	SPS00	de
repente	repente	NCMS000	repente
y	y	CC	y
le	le	PP3CSD00	le
cojimos	cogimos	VMIS1P0	coger
y	y	CC	y
le	le	PP3CSD00	le
aprisionamos	aprisionamos	VMIS1P0	aprisionar
con	con	SPS00	con
dos	dos	Z	2
pares	pares	NCMP000	par
de	de	SPS00	de
Grillos	grillos	NCMP000	grillo
en	en	SPS00	en
la	la	DA0FS0	el
carzel	cárcel	NCFS000	cárcel
con	con	SPS00	con
seis	seis	Z	6
guardias	guardias	NCCP000	guardia
de	de	SPS00	de
vista	vista	NCFS000	vista
	.	Fp	.
y	Y	CC	y
llamamos	llamamos	VMIS1P0	llamar
a	a	SPS00	a
el	el	DA0MS0	el
cirujano	cirujano	NCCS000	cirujano
para	para	SPS00	para
que	que	CS	que
cojiese	cogiese	VMSI0S0	coger
la	la	DA0FS0	el
sangre	sangre	NCFS000	sangre
a	a	SPS00	a
el	el	DA0MS0	el
herido	herido	VMP00SM	herir
y	y	CC	y
con	con	SPS00	con
efecto	efecto	NCMS000	efecto
lo	lo	PP3CNA00	lo
hizo	hizo	VMIS3S0	hacer
	.	Fp	.
y	Y	CC	y
dijo	dijo	VMIS3S0	decir
que	que	CS	que
era	era	VSII0S0	ser
erida	herida	NCFS000	herida
de	de	SPS00	de
vastante	bastante	RQ	bastante
peligro	peligro	NCMS000	peligro
	.	Fp	.
fuimos	Fuimos	VMIS1P0	ir
a	a	SPS00	a
reconozer	reconocer	VMN0000	reconocer
los	los	DA0MP0	el
vienes	bienes	NCMP000	bien
que	que	PR0CN000	que
tenia	tenía	VMII0S0	tener
en	en	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
	,	Fc	,
que	que	CS	que
se	se	PP3CN000	se
la	la	PP3FSA00	lo
dejo	dejó	VMIS3S0	dejar
su	su	DP3CS0	su
mujer	mujer	NCFS000	mujer
por	por	SPS00	por
los	los	DA0MP0	el
dias	días	NCMP000	día
de	de	SPS00	de
su	su	DP3CS0	su
bida	vida	NCFS000	vida
	,	Fc	,
y	y	CC	y
no	no	RN	no
se	se	P00CN000	se
allaron	hallaron	VMIS3P0	hallar
mas	más	RC	más
bienes	bienes	NCMP000	bien
que	que	CS	que
una	una	DI0FS0	uno
vuela	vuela	NCFS000	vuela
de	de	SPS00	de
cogote	cogote	NCMS000	cogote
de	de	SPS00	de
martillo	martillo	NCMS000	martillo
y	y	CC	y
un	un	DI0MS0	uno
varreno	barreno	NCMS000	barreno
y	y	CC	y
una	una	DI0FS0	uno
libra	libra	NCFS000	libra
y	y	CC	y
tres	tres	Z	3
quarterones	cuarterones	NCMP000	cuarterón
de	de	SPS00	de
clabos	clavos	NCMP000	clavo
	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
depositaron	depositaron	VMIS3P0	depositar
	.	Fp	.
y	Y	CC	y
es	es	VSIP3S0	ser
quanto	cuanto	PA000000	cuanto
puedo	puedo	VMIP1S0	poder
dezir	decir	VMN0000	decir
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
particullar	particular	NCMS000	particular
;	.	Fp	.
Dios	Dios	NP00000	dios
gue	guarde	VMSP0S0	guardar
a	a	SPS00	a
vm	VM	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
cojeres	Cogeces	NP00000	cogeces
del	del	SPS00+DA0MS0	de+el
monte	Monte	NCMS000	monte
	,	Fc	,
y	y	CC	y
otubre	octubre	NCMS000	octubre
3	3	Z	3
del	del	SPS00+DA0MS0	de+el
814	814	Z	814
	.	Fp	.
su	Su	DP3CS0	su
seguro	seguro	AQ0MS0	seguro
serbidor	servidor	NCMS000	servidor
	,	Fc	,
Alcalde	alcalde	NCMS000	alcalde
Leon	León	NP00000	león
Hernandez	Hernández	NP00000	hernández
