ID,Archive,Year,Type,Topic,Origin,Destination,Author,Addressee,Keywords
PS4028,Archivo Histórico Nacional,1530,familiar,petición,"España, Toledo",S.l.,Antonio de Medrano,Bernardino Díaz de Medrano,"Alimentos,Lectura,Libros,Menaje,Plantas medicinales,Remedios"
PS4029,Archivo Histórico Nacional,1530,familiar,petición,"España, Toledo",S.l.,Antonio de Medrano,Bernardino Díaz de Medrano,"Alimentos,Combustibles,Menaje"
PS4030,Archivo Histórico Nacional,1530,familiar,petición,"España, Toledo",S.l.,Antonio de Medrano,Bernardino Díaz de Medrano,"Alimentos,Bebidas,Biblia,Combustibles,Libros,Ropa"
PS4031,Archivo Diocesano de Cuenca,1562,amor,expresión de amor,"España, Cuenca",S.l.,Rodrigo de Pareja,Isabel de Cañizares,"Amor,Cortejo,Matrimonio,Petición,Rechazo,Reproches"
PS4032,Archivo Diocesano de Cuenca,1562,amor,expresión de pena,"España, Cuenca",S.l.,Rodrigo de Pareja,Isabel de Cañizares,"Amor,Cortejo,Matrimonio,Petición,Rechazo,Reproches"
PS4033,Archivo Diocesano de Cuenca,1562,amor,expresión de amor,"España, Cuenca",S.l.,Rodrigo de Pareja,Isabel de Cañizares,"Amor,Cortejo,Matrimonio,Petición"
PS4034,Archivo Diocesano de Cuenca,1562,amor,instrucciones,"España, Cuenca",S.l.,Rodrigo de Pareja,Isabel de Cañizares,"Amor,Dote,Matrimonio,Reproches,Ropa,Secretos"
PS4035,Archivo Diocesano de Cuenca,1538,particular,súplica,"España, Cuenca, Cañaveras","España, Cuenca",Rodrigo Carreño,Esteban Saco,"Apelación,Ayuda,Condena,Inquisición,Justicia,Prisión"
PS4089,Archivo Histórico Nacional,1549,particular,petición,"España, Guadalajara",S.l.,Miguel de Villalpando,Francisco Álvarez,"Correspondencia,Destrucción,Denuncia,Estafa,Inquisición,Soborno"
PS4123,Archivo Histórico Nacional,1568,ami.,petición,"España, Toledo","España, Madrid",Andrés de Cepeda Negrete,Alonso de Narváez,"Correo,Correspondencia,Defensa,Inquisición,Justicia,Testigos"
PS4124,Archivo Histórico Nacional,1570,familiar,amenaza,"España, Granada","España, Madrid, Alcalá de Henares",Andrés de Cepeda Negrete,Isabel Álvarez,"Conflicto,Matrimonio,Reproches,Viajes"
PS4125,Archivo Histórico Nacional,1570,familiar,amenaza,"España, Granada","España, Madrid, Alcalá de Henares",Andrés de Cepeda Negrete,Isabel Álvarez,"Acusación,Adulterio,Conflicto,Honra,Injurias,Matrimonio"
PS4126,Archivo Histórico Nacional,1556,particular,súplica,"España, Toledo",S.l.,Diego de Arévalo,Doctor Segovia,"Apelación,Embargo,Justicia,Inquisición,Pobreza,Prisión"
PS4129,Archivo Diocesano de Cuenca,1538,familiar,consejo,"España, Valencia, Torrente","España, Cuenca",Juan Luis Argente,Francisco Juan Argente,"Consejos,Consuelo,Convento,Educación,Fuga,Prisión"
PS4130,Archivo Histórico Nacional,1563,amor,queja,"España, Madrid, Collado Villalba","España, Toledo",Francisca Redonda,Juan de Granada,"Conflicto,Dinero,Matrimonio,Pobreza,Robo,Ropa"
PS4135,Archivo Histórico Nacional,1566,amor,súplica,"España, Toledo, Madridejos","España, Toledo",Juan de Segura,Inés Hernández,"Bienes,Compraventa,Fuga,Justicia,Ropa,Viajes"
PS4136,Archivo Histórico Nacional,1566,familiar,súplica,"España, Toledo, Madridejos","España, Toledo",Juan de Segura,Ana Vázquez,"Enfermedad,Fuga,Justicia,Matrimonio,Ropa,Viajes"
PS4137,Archivo Diocesano de Cuenca,1538,particular,excusa,"España, Guadalajara, Atienza","España, Soria, Berlanga de Duero",Pedro de Orellana,Juan de Robles,"Cita,Clero,Disculpas,Franciscanos"
PS4138,Archivo Diocesano de Cuenca,1548,amor,expresión de amor,"España, Cuenca","España, Cuenca",Pedro de Orellana,Ana Yáñez,"Amor,Clero,Correspondencia,Franciscanos,Obras,Prisión"
PS4139,Archivo Diocesano de Cuenca,1548,amor,instrucciones,"España, Cuenca","España, Cuenca",Pedro de Orellana,Ana Yáñez,"Amor,Comunicación,Correspondencia,Escritura,Mediador,Obras"
PS4140,Archivo Diocesano de Cuenca,1549,,aviso,"España, Cuenca","España, Cuenca",Pedro de Orellana,Anónimo285,"Clero,Franciscanos,Inquisición,Justicia,Prisión,Testigos"
PS4141,Archivo Diocesano de Cuenca,1549,,aviso,"España, Cuenca","España, Cuenca",Pedro de Orellana,Anónimo285,"Clero,Franciscanos,Inquisición,Justicia,Prisión,Testigos"
PS4142,Archivo Diocesano de Cuenca,1549,,aviso,"España, Cuenca","España, Cuenca",Pedro de Orellana,Anónimo285,"Comunicación,Corrupción,Inquisición,Justicia,Prisión,Testigos"
PS4143,Archivo Diocesano de Cuenca,1549,,aviso,"España, Cuenca","España, Cuenca",Pedro de Orellana,Anónimo285,"Clero,Franciscanos,Inquisición,Justicia,Prisión,Testigos"
PS5011,Archivo Histórico Provincial de Toledo,1574,familiar,instrucciones,"África, Argelia, Argel",S.l.,Alonso de Yébenes,Francisca López,"Cautivos,Redención,Berbería"
PS5012,Archivo Histórico Provincial de Toledo,1574,particular,noticias,"África, Argelia, Argel",S.l.,Alonso de Yébenes,Pedro Delgado,"Cautivos,Redención"
PS5057,Archivo de la Real Chancillería de Valladolid,1577,particular,pregunta,"España, Segovia",S.l.,Pedro del Castillo,Mari Muñoz,"Injurias,Testigos"
PS5058,Archivo de la Real Chancillería de Valladolid,1577,anónima,amenaza,"España, Segovia",S.l.,Anónimo308,Mari Muñoz,"Amenazas,Testigos"
PS5095,Archivo Histórico Nacional,1589,particular,noticias,"España, Madrid","Italia, Roma",Luisa de Cárdenas,Pompeo Amoroso,"Justicia,Matrimonio,Correspondencia,Testigos"
PS5096,Archivo Histórico Nacional,1588,particular,petición,"España, Madrid",S.l.,Luisa de Cárdenas,Pompeo Amoroso,"Correspondencia,Justicia,Matrimonio,Mediador"
PS5097,Archivo Histórico Nacional,1590,particular,agradecimiento,"España, Madrid",S.l.,Luisa de Cárdenas,Pompeo Amoroso,"Justicia,Merced,Matrimonio,Dinero"
PS5098,Archivo Histórico Nacional,1589,particular,noticias,"España, Madrid","Italia, Roma",Luisa de Cárdenas,Pompeo Amoroso,"Enfermedad,Justicia,Matrimonio,Salarios,Correo,Mediador"
PS5099,Archivo Histórico Nacional,1590,particular,petición,"España, Madrid","Italia, Roma",Luisa de Cárdenas,Pompeo Amoroso,"Matrimonio,Dispensa,Familia"
PS5100,Archivo Histórico Nacional,1590,particular,agradecimiento,"España, Madrid","Italia, Roma",Luisa de Cárdenas,Pompeo Amoroso,"Matrimonio,Correo,Dinero,Justicia"
PS6004,Archivo General de la Nación de México,1583,amor,noticias,"España, Valladolid, Tordehumos","América, México, Ciudad de México",Isabel Pérez,Antonio de Acevedo,"Correspondencia,Amor,Familia,Indias"
PS6005,Archivo General de la Nación de México,1567,amor,súplica,"España, Sevilla","América, México, Ciudad de México",María Gómez,Juan Escudero,"Correspondencia,Familia,Dinero,Indias"
PS6006,Archivo General de la Nación de México,1570,familiar,noticias,"España, Cuenca, Belmonte","América, México",Francisca Vázquez,Alonso de Vera,"Correspondencia,Reproches,Indias"
PS6007,Archivo General de la Nación de México,1597,familiar,noticias,"España, Badajoz, Los Santos de Maimona","América, México",Juan de Peñaranda,Juan de la Fuente,"Matrimonio,Indias"
PS6016,Archivo General de la Nación de México,1585,particular,instrucciones,"España, Valladolid, Medina del Campo","América, México, Ciudad de México",Benito Boyer,Diego Navarro Maldonado,"Comercio,Libros,Transportes,Marítimo,Inquisición,Indias"
PS6017,Archivo General de la Nación de México,1584,particular,instrucciones,"España, Valladolid, Medina del Campo","América, México, Ciudad de México",Benito Boyer,Diego Navarro Maldonado,"Comercio,Libros,Transportes,Marítimo,Indias"
PS6018,Archivo General de la Nación de México,1584,particular,instrucciones,"España, Cádiz, Sanlúcar de Barrameda","América, México, Ciudad de México",Benito Boyer,Diego Navarro Maldonado,"Comercio,Libros,Transportes,Marítimo,Impuestos,Indias"
PS6019,Archivo General de la Nación de México,1596,familiar,consejo,"España, Córdoba, Torremilano","Filipinas, Manila",Mari Plazuela,Martín de Alcudia,"Defunción,Familia,Conflicto,Indias"
PS6020,Archivo General de la Nación de México,1598,familiar,noticias,"España, Córdoba, Torremilano","América, México, Heroica Puebla de Zaragoza",Mari Plazuela,Antonio de Alcudia,"Correo,Defunción,Indias"
PS6114,Archivo del Reino de Galicia,1554,particular,petición,"España, La Coruña, Santiago de Compostela",S.l.,Rodrigo Suárez de Castro,Anónimo498,Deudas
PS6115,Archivo del Reino de Galicia,1554,familiar,reproche,"España, La Coruña, Santiago de Compostela",S.l.,Rodrigo Suárez de Castro,Isabel Álvarez Bermúdez de Castro y Aldao,"Prisión,Ayuda,Enfermedad,Pobreza"
PS6116,Archivo del Reino de Galicia,1554,familiar,petición,"España, La Coruña, Santiago de Compostela",S.l.,Rodrigo Suárez de Castro,Isabel Álvarez Bermúdez de Castro y Aldao,"Mobiliario,Menaje"
PS6117,Archivo del Reino de Galicia,1554,familiar,noticias,"España, La Coruña, Santiago de Compostela",S.l.,Rodrigo Suárez de Castro,Isabel Álvarez Bermúdez de Castro y Aldao,"Ganado,Herencia"
PS6118,Archivo del Reino de Galicia,1554,familiar,petición,"España, La Coruña, Santiago de Compostela",S.l.,Rodrigo Suárez de Castro,Isabel Álvarez Bermúdez de Castro y Aldao,Avisos
PS6119,Archivo del Reino de Galicia,1560-1570,particular,petición,"España, La Coruña, Curtis","España, La Coruña",Alonso de Santiso,Juan de Santiso,Vivienda
PS6124,Archivo del Reino de Galicia,1574-1584,particular,petición,S.l.,S.l.,María López de Aguiar,Ramiro de Villegas,"Ayuda,Cita,Vivienda"
PS6131,Archivo Histórico Nacional,1569,familiar,noticias,"España, Ávila, Mombeltrán","España, Málaga, Antequera",Juana Ortiz,Juan Ortiz,"Fiesta religiosa,Prisión,Consejos"
PS6132,Archivo Histórico Nacional,1569,familiar,aviso,"España, Ávila, Mombeltrán","España, Málaga, Antequera",Juana Ortiz,Juan Ortiz,"Fiesta religiosa,Denuncia,Consejos"
PS6197,Arquivo Nacional da Torre do Tombo,1510-1512,familiar,información,"África, Egipto, El Cairo",S.l.,Álvaro Vaz de Fonseca,Anónimo267,"Avisos,Ropa,Asia"
PS6210,Arquivo Nacional da Torre do Tombo,1563,familiar,noticias,"España, Murcia","Portugal, Lisboa",Jerónimo Amat,Antonio Pérez Bayao,"Incautación,Correspondencia,Penitencia,Textiles,Berbería,Menaje"
PS7004,Archivo Histórico Nacional,1552,amor,petición,"España, Valladolid","España, Toledo",María de Espinosa,Francisco de Leguizamo,"Matrimonio,Reproches,Administración,Compraventa"
PS8124,Archivo Histórico Nacional,1566,amor,ánimo,"España, Toledo",S.l.,Guillén,Ana García,"Consuelo,Ropa,Escritura delegada"
PS8140,Archivo Histórico Nacional,1590-1592,,noticias,"España, Madrid",S.l.,Diego de Vitores Texeda,Lucrecia de León,"Prisión,Comunicación,Sexo,Escritura"
PS8141,Archivo Histórico Nacional,1590-1592,,noticias,"España, Madrid",S.l.,Diego de Vitores Texeda,Lucrecia de León,"Prisión,Comunicación,Sexo"
PS8142,Archivo Histórico Nacional,1590-1592,,pregunta,"España, Madrid",S.l.,Diego de Vitores Texeda,Lucrecia de León,"Prisión,Comunicación,Sexo"
PS8153,Archivo Histórico Nacional,1576,ami.,noticias,"España, Toledo","España, Toledo",María de la Cuadra,Juana Evangelista,"Judeoconversos,Alumbradismo,Misticismo,Animales,Roma"
PS8154,Archivo Histórico Nacional,1574,familiar,noticias,"España, Toledo","Italia, Roma",Francisca de Ávila,Isabel Bautista,"Judeoconversos,Alumbradismo,Misticismo,Bartolomé de Carranza,Catalina de Siena,Pedro González de Mendoza"
PS8155,Archivo Histórico Nacional,1573-1575,familiar,noticias,"España, Toledo","Italia, Roma",Francisca de Ávila,Isabel Bautista,"Judeoconversos,Alumbradismo,Secretos,Misticismo,Confesión,Pedro González de Mendoza"
PS8156,Archivo Histórico Nacional,1574,ami.,noticias,"España, Toledo",S.l.,Francisca de Ávila,Pedro Chacón,"Judeoconversos,Alumbradismo,Correo,Bartolomé de Carranza,Pedro González de Mendoza"
PS8157,Archivo Histórico Nacional,1574,familiar,noticias,"España, Toledo","Italia, Roma",Francisca de Ávila,Isabel Bautista,"Judeoconversos,Alumbradismo,Misticismo,Secretos,Pedro González de Mendoza,Bartolomé de Carranza"
PS8158,Archivo Histórico Nacional,1573-1575,familiar,noticias,"España, Toledo","Italia, Roma",Francisca de Ávila,Isabel Bautista,"Judeoconversos,Alumbradismo,Correo,Pedro González de Mendoza,Bartolomé de Carranza"
PS8159,Archivo Histórico Nacional,1574,familiar,noticias,"España, Toledo","Italia, Roma",Francisca de Ávila,Isabel Bautista,"Judeoconversos,Alumbradismo,Misticismo,Penitencia,Pedro González de Mendoza,Bartolomé de Carranza"
PSCR3001,Archivo Real y General de Navarra,1535,particular,información,"España, Valladolid, Medina del Campo","Bélgica, Amberes",Rodrigo de Espinosa,Arnao de Plano,"Comercio,Negocios,Deudas,Dinero,Matrimonio"
PSCR3002,Archivo Real y General de Navarra,1536,particular,petición,"España, Burgos","Bélgica, Amberes",Rodrigo de Espinosa,Arnao de Plano,"Negocios,Comercio,Ropa,Textiles,Compraventa"
PSCR3003,Archivo Real y General de Navarra,1537,particular,información,"España, Vizcaya, Bilbao","Bélgica, Amberes",Rodrigo de Espinosa,Arnao de Plano,"Negocios,Comercio,Compraventa,Deudas,Dinero"
PSCR3004,Archivo Real y General de Navarra,1537,particular,información,"España, Valladolid, Medina del Campo","Bélgica, Amberes",Rodrigo de Espinosa,Arnao de Plano,"Negocios,Comercio,Compraventa,Deudas,Dinero"
PSCR3005,Archivo Real y General de Navarra,1539,particular,información,"España, Valladolid, Medina del Campo","Bélgica, Amberes",Rodrigo de Espinosa,Arnao del Plano,"Comercio,Negocios,Compraventa,Deudas,Dinero"
PSCR3006,Archivo Real y General de Navarra,1541,particular,instrucciones,"España, Navarra, Pamplona","Bélgica, Amberes",Rodrigo de Espinosa,Arnao del Plano,"Comercio,Negocios,Deudas,Mercancías,Textiles"
PSCR3007,Archivo Real y General de Navarra,1536,particular,información,"España, Valladolid, Medina de Rioseco","Bélgica, Amberes",Rodrigo de Espinosa,Arnao del Plano,"Comercio,Negocios,Mercancías,Ropa,Textiles,Dinero"
PSCR3008,Archivo Real y General de Navarra,1535,particular,información,"España, Valladolid, Medina del Campo","Bélgica, Amberes",Rodrigo de Espinosa,Arnao del Plano,"Comercio,Negocios,Textiles,Deudas,Dinero,Petición"
PSCR3009,Archivo Real y General de Navarra,1540,particular,información,"España, Valladolid, Villalón de Campos","Bélgica, Amberes",Rodrigo de Espinosa,Arnao del Plano,"Comercio,Negocios,Textiles,Matrimonio,Honor"
PSCR3010,Archivo Real y General de Navarra,1540,particular,información,"España, Valladolid, Medina del Campo","Bélgica, Amberes",Rodrigo de Espinosa,Arnao del Plano,"Comercio,Negocios,Deudas,Dinero,Familia,Defunción"
PSCR3011,Archivo Real y General de Navarra,1555,particular,instrucciones,"Bélgica, Amberes","España, Navarra, Pamplona",Pedro de Arbieto,Juan de Aquerreta,"Negocios,Comercio,Compraventa,Alimentos,Dinero"
PSCR3012,Archivo Real y General de Navarra,1555,particular,instrucciones,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Dinero,Alimentos"
PSCR3013,Archivo Real y General de Navarra,1556,particular,información,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Precios,Dinero"
PSCR3014,Archivo Real y General de Navarra,1556,particular,información,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Esteban de Aquerreta,"Negocios,Comercio,Marítimo,Mercancías,Alimentos"
PSCR3015,Archivo Real y General de Navarra,1556,particular,información,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Marítimo,Precios,Alimentos"
PSCR3016,Archivo Real y General de Navarra,1556,particular,instrucciones,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Marítimo,Mercancías,Dinero"
PSCR3017,Archivo Real y General de Navarra,1556,particular,instrucciones,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Mercancías,Alimentos,Marítimo"
PSCR3018,Archivo Real y General de Navarra,1556,particular,información,"España, La Rioja, Logroño","España, Navarra, Pamplona",Pedro de Arbieto,Juan de Aquerreta,"Negocios,Comercio,Marítimo,Mercancías,Alimentos,Transportes"
PSCR3019,Archivo Real y General de Navarra,1564,particular,información,"Francia, Bayona","España, Navarra, Pamplona",Remont de Berges,Bernal de Baquedano,"Negocios,Comercio,Marítimo,Deudas,Dinero"
PSCR3020,Archivo Real y General de Navarra,1564,particular,instrucciones,"España, Vizcaya, Bilbao","España, Navarra, Pamplona",Pedro de Retes,Bernal de Baquedano,"Negocios,Comercio,Mercancías,Marítimo"
PSCR3021,Archivo Real y General de Navarra,1539,particular,información,"Bélgica, Brujas","España, Navarra, Pamplona",Juan de Arrieta,Juan de Lojao,"Negocios,Comercio,Mercancías,Alimentos,Textiles"
PSCR3022,Archivo Real y General de Navarra,1547,particular,noticias,"Francia, París","España, Navarra, Sangüesa",Carlos Marzilla Caparroso,Miguel de Añués,"Defunción,Familia,Consejos,Merced"
PSCR3023,Archivo Real y General de Navarra,1547,particular,noticias,"Bélgica, Amberes","España, Navarra, Sangüesa",Luis Cruzat,Miguel de Añués,"Negocios,Defunción,Violencia,Asesinato"
PSCR3024,Archivo Real y General de Navarra,1522,particular,noticias,"España, Navarra, Sangüesa","España, Navarra, Peralta",Antón de Ollacarizqueta,Martín de Eslaba,"Comercio,Negocios,Textiles,Ganado,Precios"
PSCR3025,Archivo Real y General de Navarra,1521,particular,instrucciones,"España, Zaragoza, Sádaba","España, Navarra, Sangüesa",Domingo Gil,Martín de Eslaba,"Negocios,Deudas,Ganado,Textiles,Alimentos"
PSCR3026,Archivo Real y General de Navarra,1522,familiar,instrucciones,"España, Navarra, Sangüesa","España, Zaragoza",Miguel de Añués,Martín de Eslaba,"Negocios,Comercio,Compraventa,Cereales,Alimentos"
PSCR3027,Archivo Real y General de Navarra,1521,familiar,noticias,"España, Navarra, Mélida",S.l.,Miguel de Añués,Martín de Eslaba,"Guerra,Conflicto"
PSCR3028,Archivo Real y General de Navarra,1521,particular,información,"España, Navarra, Sádaba","España, Navarra, Mélida",Martín Costón,Miguel de Añués,"Comercio,Negocios,Cereales,Dinero"
PSCR3029,Archivo Real y General de Navarra,1521,particular,información,S.l.,"España, Navarra, Sangüesa",Domingo Gil,Miguel de Añués,"Familia,Matrimonio,Deudas"
PSCR3030,Archivo Real y General de Navarra,1524,familiar,información,"España, Navarra, Cáseda","España, Navarra, Sangüesa",Miguel de Añués,Martín de Eslaba,"Familia,Negocios,Deudas"
PSCR3031,Archivo Real y General de Navarra,1538,particular,información,"España, Valladolid, Medina del Campo","Bélgica, Amberes",Rodrigo de Espinosa,Arnao de Plano,"Negocios,Comercio,Compraventa,Deudas,Dinero"
PSCR3032,Archivo Real y General de Navarra,1555,particular,instrucciones,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Dinero,Alimentos"
PSCR3033,Archivo Real y General de Navarra,1556,particular,información,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Precios,Dinero"
PSCR3034,Archivo Real y General de Navarra,1556,particular,información,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Precios,Dinero"
PSCR3035,Archivo Real y General de Navarra,1556,particular,aviso,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Esteban de Aquerreta,"Negocios,Comercio,Marítimo,Mercancías,Alimentos"
PSCR3036,Archivo Real y General de Navarra,1556,particular,aviso,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Marítimo,Precios,Alimentos"
PSCR3037,Archivo Real y General de Navarra,1556,particular,petición,"Bélgica, Amberes","España, Navarra, Pamplona",Miguel de Gámez,Juan de Aquerreta,"Negocios,Comercio,Marítimo,Precios,Alimentos"
PSCR5126,Archivo Histórico Provincial de Zaragoza,1577,particular,instrucciones,"España, Zaragoza, Cetina","España, Zaragoza, Bubierca",Juan Germán,Anónimo445,"Avisos,Secretos"
PSCR5137,Archivo Histórico Nacional,1579,particular,reproche,"España, Madrid","España, Toledo",Martín de Villaluenga,Juan de Toledo,"Ropa,Consejos,San Jerónimo"
PSCR6001,Archivo Histórico Provincial de Zaragoza,1586,particular,expresión de odio,"España, Zaragoza","España, Zaragoza",Miguel Palacio,Pedro de Soria,"Amenazas,Correspondencia,Denuncia,Deudas,Injurias,Inquisición"
PSCR6002,Archivo Histórico Provincial de Zaragoza,1586,particular,presentación de disculpas,"España, Zaragoza","España, Zaragoza",Miguel Palacio,Pedro de Soria,"Amenazas,Asesinato,Cita,Correspondencia,Disculpas,Injurias"
PSCR6003,Archivo Histórico Provincial de Zaragoza,1586,particular,aviso,"España, Navarra, Cortes","España, Zaragoza",Gastón de Iturralde,Juan de Murgui,"Asesinato,Confesión,Conspiración,Justicia,Represalias,Robo"
PSCR6004,Archivo Histórico Provincial de Zaragoza,1593,particular,aviso,"España, Zaragoza","España, Huesca",Jaime Escuer,Tomás Cortés,"Correo,Correspondencia,Inquisición"
PSCR6005,Archivo Histórico Provincial de Zaragoza,1594,particular,aviso,"España, Zaragoza","España, Zaragoza",Gregorio de Sarasa,Juan de Ena,"Acusación,Asesinato,Declaración,Inquisición,Robo,Testigos"
PSCR6006,Archivo Histórico Provincial de Zaragoza,1594,particular,instrucciones,"España, Zaragoza","España, Zaragoza",Gregorio de Sarasa,Juan de Ena,"Acusación,Asesinato,Declaración,Inquisición,Robo,Testigos"
