Meu	Meu	DP1MSS	meu
seus	seus	DP3MP0	seu
pais	pais	NCMP000	pai
não	não	RN	não
quizese	quisesse	VMSI0S0	querer
	,	Fc	,
porq	porque	CS	porque
o	o	DA0MS0	o
mino	Menino	NP00000	menino
Jesus	Jesus	NP00000	jesus
so	só	RG	só
pa	para	SPS00	para
isso	isso	PD0NN000	isso
a	a	PP3FSA00	o
criara	criara	VMIM0S0	criar
	,	Fc	,
pa	para	SPS00	para
ser	ser	VSN0000	ser
so	só	RG	só
sua	sua	DP3FS0	seu
	.	Fp	.
e	E	CC	e
dise	disse	VMIS3S0	dizer
mais	mais	RC	mais
	,	Fc	,
estando	estando	VMG0000	estar
huma	uma	DI0FS0	um
pesoua	pessoa	NCFS000	pessoa
mto	muito	RQ	muito
mal	mal	RG	mal
	,	Fc	,
pedindo	pedindo	VMG0000	pedir
a	a	PP3FSA00	o
emcomedase	encomendasse	VMSI0S0	encomendar
a	a	SPS00	a
Ds	Deus	NP00000	deus
	,	Fc	,
respodeu	respondeu	VMIS3S0	responder
q	que	CS	que
descansase	descansasse	VMSI0S0	descansar
q	que	CS	que
não	não	RN	não
avia	havia	VMII0S0	haver
ir	ir	VMN0000	ir
daqla	daquela	SPS00+DD0FS0	de+aquele
	,	Fc	,
q	que	CS	que
se	se	CS	se
via	via	NCFS000	via
erger	erguer	VMN0000	erguer
tal	tal	RC	tal
dia	dia	NCMS000	dia
	.	Fp	.
e	E	CC	e
asim	assim	RG	assim
foi	foi	VMIS3S0	ir
	.	Fp	.
dise	Disse	VMIS3S0	dizer
hũama	uma	DI0FS0	um
pesoua	pessoa	NCFS000	pessoa
	,	Fc	,
estando	estando	VMG0000	estar
mto	muito	RQ	muito
doente	doente	AQ0CS0	doente
de	de	SPS00	de
escrupalos	escrúpulos	NCMP000	escrúpulo
e	e	CC	e
maLeconias	melancolias	NCFS000	melancolia
	,	Fc	,
q	que	CS	que
se	se	P00CN000	se
livrase	livrasse	VMSI0S0	livrar
daquilo	daquilo	SPS00+PD0NN000	de+aquilo
porq	porque	CS	porque
era	era	VSII0S0	ser
o	o	DA0MS0	o
diabo	diabo	NCMS000	diabo
q	que	PR0CN000	que
a	a	PP3FSA00	o
perseguia	perseguia	VMII0S0	perseguir
	.	Fp	.
e	E	CC	e
de lhe	deu-lhe	VMIS3S0+PP3CSD00	dar+lhe
hũa	uma	DI0FS0	um
agoa	água	NCFS000	água
a	a	SPS00	a
beber	beber	VMN0000	beber
dezendo	dizendo	VMG0000	dizer
lha	lha	PP3CSD00+PP3FSA00	lhe+o
dera	dera	VMIM0S0	dar
hũa	uma	DI0FS0	um
amiga	amiga	NCFS000	amigo
sua	sua	DP3FS0	seu
	,	Fc	,
a	a	DA0FS0	o
qual	qual	PR0CN000	qual
dava	andava	VMII0S0	andar
vestida	vestida	VMP00SF	vestir
de	de	SPS00	de
branco	branco	NCMS000	branco
com	com	SPS00	com
hu	um	DI0MS0	um
mato	manto	NCMS000	manto
azul	azul	AQ0CS0	azul
	,	Fc	,
mto	muito	RQ	muito
fermoza	formosa	AQ0FS0	formoso
	,	Fc	,
e	e	CC	e
q	que	PR0CN000	que
as	às	SPS00+DA0FP0	a+o
vezes	vezes	NCFP000	vez
trazia	trazia	VMN0000	trazer
hũ	um	DI0MS0	um
mino	menino	NCMS000	menino
em	em	SPS00	em
os	os	DA0MP0	o
brasos	braços	NCMP000	braço
	.	Fp	.
e	E	CC	e
outra	outra	DI0FS0	outro
ves	vez	NCFS000	vez
a	a	PP3FSA00	o
hia	ia	VMII0S0	ir
ver	ver	VMN0000	ver
sem	sem	SPS00	sem
elle	ele	PP3MS000	ele
	.	Fp	.
e	E	CC	e
endo	indo	VMG0000	ir
ver	ver	VMN0000	ver
esta	esta	DD0FS0	este
doente	doente	AQ0CS0	doente
	,	Fc	,
dise	disse	VMIS3S0	dizer
q	que	CS	que
s	São	NP00000	são
Nicolão	Nicolau	NP00000	nicolau
lhe	lhe	PP3CSD00	lhe
tirara	tirara	SPS00	tirara
aqles	aqueles	DD0MP0	aquele
escrupalos	escrúpulos	NCMP000	escrúpulo
porq	porque	CS	porque
ela	ela	PP3FS000	ele
lhe	lhe	PP3CSD00	lhe
vira	vira	VMIM0S0	ver
estar	estar	VMN0000	estar
a	a	SPS00	a
hu	um	DI0MS0	um
obro	ombro	NCMS000	ombro
do	do	SPS00+DA0MS0	de+o
doente	doente	AQ0CS0	doente
e	e	CC	e
da	da	SPS00+DA0FS0	de+o
otra	outra	DI0FS0	outro
parte	parte	NCFS000	parte
o	o	DA0MS0	o
diabo	diabo	NCMS000	diabo
-	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CN000	qual
lhe	lhe	PP3CSD00	lhe
deitara	deitara	VMIM0S0	deitar
huma	uma	DI0FS0	um
ves	vez	NCFS000	vez
do	do	SPS00+DA0MS0	de+o
caracol	Caracol	NP00000	caracol
abaicho	abaixo	RG	abaixo
	,	Fc	,
vindo	vindo	VMG0000	vir
ela	ela	PP3FS000	ele
a	à	SPS00+DA0FS0	a+o
grasa	Graça	NP00000	graça
	.	Fp	.
disse	Disse	VMIS3S0	dizer
mais	mais	RC	mais
q	que	CS	que
	,	Fc	,
indo	indo	VMG0000	ir
ela	ela	PP3FS000	ele
livrar	livrar	VMN0000	livrar
huma	uma	DI0FS0	um
pessoa	pessoa	NCFS000	pessoa
de	de	SPS00	de
pecado	pecado	NCMS000	pecado
mortal	mortal	AQ0CS0	mortal
	,	Fc	,
vira	vira	VMIM0S0	ver
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
miga	amiga	NCFS000	amigo
vistida	vestida	VMP00SF	vestir
de	de	SPS00	de
Branco	branco	NCMS000	branco
com	com	SPS00	com
hu	um	DI0MS0	um
manto	manto	NCMS000	manto
azul	azul	AQ0CS0	azul
tão	tão	CC	tão
rico	rico	AQ0MS0	rico
q	que	CS	que
	,	Fc	,
indo	indo	VMG0000	ir
ella	ela	PP3FS000	ele
tomar	tomar	VMN0000	tomar
o	o	DA0MS0	o
manto	manto	NCMS000	manto
na	na	SPS00+DA0FS0	em+o
mão	mão	NCFS000	mão
o	o	DA0MS0	o
pa	para	SPS00	para
pegar	pegar	VMN0000	pegar
nele	nele	SPS00+PP3MS000	em+ele
	,	Fc	,
nuca	nunca	RN	nunca
achara	achara	VMIM0S0	achar
tato	tato	NCMS000	tato
nem	nem	CC	nem
pudia	podia	VMII0S0	poder
saber	saber	VMN0000	saber
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
era	era	VMIP3S0	era
	.	Fp	.
a	A	DA0FS0	o
qual	qual	DI0FS0	que
amiga	amiga	NCFS000	amigo
tomara	tomara	VMIM0S0	tomar
a	a	DA0FS0	a
sua	sua	DP3FS0	seu
forma	forma	NCFS000	forma
e	e	CC	e
ficara	ficara	VMIM0S0	ficar
em	em	SPS00	em
caza	casa	NCFS000	casa
por	por	SPS00	por
ela	ela	PP3FS000	ele
	.	Fp	.
e	E	CC	e
disse	disse	VMIS3S0	dizer
mais	mais	RC	mais
q	que	CS	que
	,	Fc	,
indo	indo	VMG0000	ir
ela	ela	PP3FS000	ele
para	para	SPS00	para
a	a	DA0FS0	o
outra	outra	DI0FS0	outro
diligensia	diligência	NCFS000	diligência
e	e	CC	e
indo	indo	VMG0000	ir
emtragandome	entregando-se	VMG0000+P00CN000	entregar+se
	,	Fc	,
apanhara	apanhara	NCFS000	apanhara
a	a	DA0FS0	o
gustisa	Justiça	NP00000	justiça
e	e	CC	e
a	a	PP3FSA00	o
emchera	encheram	NCMS000	encheram
de	de	SPS00	de
feros	ferros	NCMP000	ferro
e	e	CC	e
algemarão	algemaram	VMIS3P0	algemar
-	.	Fp	.
vendose	Vendo-se	VMG0000+P00CN000	ver+se
ella	ela	PP3FS000	ele
mto	muito	RQ	muito
alita	aflita	AQ0FS0	aflito
	,	Fc	,
chamara	chamara	VMIM0S0	chamar
por	por	SPS00	por
S	São	NP00000	são
Nicolao	Nicolau	NP00000	nicolau
e	e	CC	e
nosa	Nossa	NP00000	nossa
sra	Senhora	NP00000	senhor
	,	Fc	,
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
valese	valesse	VMSI0S0	valer
e	e	CC	e
a	a	PP3FSA00	o
livrase	livrasse	VMSI0S0	livrar
daquela	daquela	SPS00+DD0FS0	de+aquele
prizão	prisão	NCFS000	prisão
	.	Fp	.
lhe	Lhe	PP3CSD00	lhe
aperesera	aparecera	VMIM0S0	aparecer
logo	logo	RG	logo
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
amiga	amiga	NCFS000	amigo
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
tomara	tomara	VMIM0S0	tomar
os	os	DA0MP0	o
feros	ferros	NCMP000	ferro
e	e	CC	e
algemas	algemas	NCFP000	algema
e	e	CC	e
os	os	DA0MP0	o
puzera	pusera	VMIM0S0	pôr
em	em	SPS00	em
sim	si	PP3CNO00	si
	,	Fc	,
e	e	CC	e
a	a	PP3FSA00	o
deichara	deixara	VMIM0S0	deixar
solta	solta	AQ0FS0	solto
	,	Fc	,
e	e	CC	e
ficara	ficara	VMIM0S0	ficar
por	por	SPS00	por
ela	ela	PP3FS000	ele
na	na	SPS00+DA0FS0	em+o
prizão	prisão	NCFS000	prisão
-	.	Fp	.
e	E	CC	e
noutra	noutra	SPS00+DI0FS0	em+outro
ocazia	ocasião	NCFS000	ocasião
	,	Fc	,
dise	disse	VMIS3S0	dizer
vira	vira	VMIM0S0	ver
huma	uma	DI0FS0	um
Crus	cruz	NCFS000	cruz
mto	muito	RQ	muito
grande	grande	AQ0CS0	grande
	,	Fc	,
a	a	SPS00	a
a	a	DA0FS0	o
qal	qual	PR0CS000	qual
não	não	RN	não
tinha	tinha	VMII0S0	ter
fim	fim	NCMS000	fim
	,	Fc	,
q	que	PR0CN000	que
era	era	VSII0S0	ser
pa	para	SPS00	para
ella	ela	PP3FS000	ele
	.	Fp	.
e	E	CC	e
disse	disse	VMIS3S0	dizer
mais	mais	RC	mais
disera	dissera	VMIM0S0	dizer
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
amiga	amiga	NCFS000	amigo
porguntase	perguntasse	VMSI0S0	perguntar
a	a	SPS00	a
humas	umas	DI0FP0	um
pesouas	pessoas	NCFP000	pessoa
suas	suas	DP3FP0	seu
conhesidas	conhecidas	VMP00PF	conhecer
se	se	CS	se
queria	queria	VMII0S0	querer
crus	cruz	NCFS000	cruz
neste	neste	SPS00+DD0MS0	em+este
mundos	mundos	NCMP000	mundo
e	e	CC	e
gostos	gostos	NCMP000	gosto
-	.	Fp	.
e	E	CC	e
tãobem	também	RG	também
dise	disse	VMIS3S0	dizer
mais	mais	RC	mais
de	de	SPS00	de
algumas	algumas	DI0FP0	algum
pesouas	pessoas	NCFP000	pessoa
q	que	PR0CN000	que
erão	eram	VSII3P0	ser
vivas	vivas	NCFP000	viva
e	e	CC	e
o	o	DA0MS0	o
são	são	AQ0MS0	são
	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
sabia	sabia	VMII0S0	saber
deserto	decerto	RG	decerto
se	se	CS	se
havião	haviam	VMII3P0	haver
de	de	SPS00	de
condenar	condenar	VMN0000	condenar
	,	Fc	,
e	e	CC	e
de	de	SPS00	de
outoras	outras	DI0FP0	outro
pesouas	pessoas	NCFP000	pessoa
q	que	PR0CN000	que
tinhão	tinham	VMII3P0	ter
falesido	falecido	VMP00SM	falecer
	,	Fc	,
q	que	CS	que
estavão	estavam	VMII3P0	estar
em	em	SPS00	em
tirebes	terríveis	AQ0CP0	terrível
penas	penas	NCFP000	pena
	.	Fp	.
e	E	CC	e
de	de	SPS00	de
huma	uma	DI0FS0	um
pesoua	pessoa	NCFS000	pessoa
dise	disse	VMIS3S0	dizer
os	os	DA0MP0	o
annos	anos	NCMP000	ano
q	que	PR0CN000	que
tinha	tinha	VMII0S0	ter
de	de	SPS00	de
estar	estar	VMN0000	estar
no	no	SPS00+DA0MS0	em+o
progatoiro	purgatório	NCMS000	purgatório
e	e	CC	e
q	que	CS	que
são	São	NP00000	são
nicolão	Nicolau	NP00000	nicolau
a	a	PP3FSA00	o
livra	livra	VMIP3S0	livrar
	,	Fc	,
com	com	SPS00	com
os	os	DA0MP0	o
seus	seus	DP3MP0	seu
rogos	rogos	NCMP000	rogo
	,	Fc	,
de	de	SPS00	de
Ds	Deus	NP00000	deus
a	a	PP3FSA00	o
condenar	condenar	VMN0000	condenar
-	.	Fp	.
e	E	CC	e
dise	disse	VMIS3S0	dizer
mais	mais	CC	mais
algumas	algumas	DI0FP0	algum
pesouas	pessoas	NCFP000	pessoa
	,	Fc	,
deante	diante	RG	diante
de	de	SPS00	de
mim	mim	PP1CSO00	mim
	,	Fc	,
q	que	CS	que
havião	haviam	VMII3P0	haver
ver	ver	VMN0000	ver
S	São	NP00000	são
Nicolão	Nicolau	NP00000	nicolau
antes	antes	RG	antes
de	de	SPS00	de
morer	morrer	VMN0000	morrer
-	.	Fp	.
e	E	CC	e
mtas	muitas	DI0FP0	muito
coizas	coisas	NCFP000	coisa
mais	mais	CC	mais
sei	sei	VMIP1S0	saber
q	que	CS	que
dise	disse	VMIS3S0	dizer
	,	Fc	,
mas	mas	CC	mais
não	não	RN	não
me	me	PP1CS000	me
alembrão	lembram	VMIP3P0	lembrar
bem	bem	RG	bem
	.	Fp	.
mas	Mas	CC	mas
pergunte	pergunte	VMSP0S0	perguntar
vm	VM	NP00000	VM
á	à	SPS00+DA0FS0	a+o
prima	prima	NCFS000	primo
e	e	CC	e
Mai	mãe	NCFS000	mãe
	,	Fc	,
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
asistio	assistiu	VMIS3S0	assistir
ao	ao	SPS00+DA0MS0	a+o
parto	parto	NCMS000	a+o
quando	quando	CS	quando
naseo	nasceu	VMIS3S0	nascer
catirina	Catarina	NP00000	catarina
	.	Fp	.
e	E	CC	e
outras	outras	DI0FP0	outro
coizas	coizas	NCFP000	coiza
coizas	coisas	NCFP000	coisa
mtas	muitas	DI0FP0	muito
q	que	PR0CN000	que
nos	nos	PP1CP000	nos
contarão	contaram	VMIS3P0	contar
dispois	depois	RG	depois
q	que	CS	que
nos	nós	PP1CP000	nós
ca	cá	RG	cá
estamos	estamos	VMIP1P0	estar
-	.	Fp	.
e	E	CC	e
vm	VM	NP00000	VM
	,	Fc	,
pesso	peço	VMIP1S0	pedir
me	me	PP1CS000	me
mande	mande	VMSP0S0	mandar
dezer	dizer	VMN0000	dizer
o	o	DA0MS0	o
q	que	PR0CN000	que
e	hei	VMIP1S0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
nisto	nisto	SPS00+PD0NN000	em+isto
	,	Fc	,
cando	quando	CS	quando
lhe	lhe	PP3CSD00	lhe
pareser	parecer	VMN0000	parecer
q	que	CS	que
fasa	faça	VMSP0S0	fazer
alguma	alguma	DI0FS0	algum
coiza	coisa	NCFS000	coisa
	.	Fp	.
mande me	Mande-me	VMSP0S0+PP1CS000	mandar+me
outra	outra	DI0FS0	outro
ves	vez	NCFS000	vez
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
porq	porque	CS	porque
me	me	PP1CS000	me
pode	pode	VMIP3S0	poder
esqueser	esquecer	VMN0000	esquecer
alguma	alguma	DI0FS0	algum
coiza	coisa	NCFS000	coisa
destas	destas	SPS00+DD0FP0	de+este
.	.	Fp	.
mande me	Mande-me	VMSP0S0+PP1CS000	mandar+me
dezer	dizer	VMN0000	dizer
de	de	SPS00	de
q	que	PR0CN000	que
sorte	sorte	NCFS000	sorte
o	o	PP3MSA00	o
ei	hei	VMIP1S0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
-	.	Fp	.
e	E	CC	e
diga	diga	VMSP0S0	dizer
o	ou	CC	ou
pergunte	pergunte	VMSP0S0	perguntar
a	à	SPS00+DA0FS0	a+o
Mai	mãe	NCFS000	mãe
o	ou	CC	ou
Prima	prima	NCFS000	primo
q	que	PR0CN000	que
se	se	P00CN000	se
foi	foi	VMIS3S0	ir
são	São	NP00000	são
Nicolão	Nicolau	NP00000	nicolau
ou	ou	CC	ou
sua	sua	DP3FS0	seu
miga	amiga	NCFS000	amigo
a	a	PP3FSA00	o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
disse	disse	VMIS3S0	dizer
q	que	CS	que
Ds	Deus	NP00000	deus
lhe	lhe	PP3CSD00	lhe
dava	dava	VMII0S0	dar
mtos	muitos	DI0MP0	muito
filhos	filhos	NCMP000	filho
pa	para	SPS00	para
ser	ser	VSN0000	ser
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
seu	seu	DP3MS0	seu
Pai	pai	NCMS000	pai
deles	deles	SPS00+PP3MP000	de+ele
e	e	CC	e
mos	mos	PP1CS000+PP3MPA00	me+o
emparar	amparar	VMN0000	amparar
	.	Fp	.
se	Se	CS	se
foi	foi	VMIS3S0	ir
o	o	DA0MS0	o
sto	santo	NCMS000	santo
e	e	CC	e
amiga	amiga	NCFS000	amigo
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
disese	dissesse	VMSI0S0	dizer
q	que	CS	que
a	a	SPS00	a
nossa	nossa	DP1FSP	nosso
caza	casa	NCFS000	casa
era	era	VSII0S0	ser
sua	sua	DP3FS0	seu
poi	pois	CS	pois
lha	lha	PP3CSD00+PP3FSA00	lhe+o
dera	dera	VMIM0S0	dar
São	São	NP00000	são
Nicolão	Nicolau	NP00000	nicolau
o	ou	CC	ou
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
miga	amiga	NCFS000	amigo
	.	Fp	.
isto	Isto	PD0NN000	isto
sabera	saberá	VMIF3S0	saber
vm	VM	NP00000	VM
dellas	delas	SPS00+PP3FP000	de+ele
	,	Fc	,
e	e	CC	e
das	das	SPS00+DA0FP0	de+o
muitas	muitas	DI0FP0	muito
vezes	vezes	NCFP000	vez
q	que	PR0CN000	que
vinha	vinha	VMII0S0	vir
a	à	SPS00+DA0FS0	a+o
gras	Graça	NP00000	graça
	,	Fc	,
o	ou	CC	ou
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
vinha	vinha	VMII0S0	vir
contar	contar	VMN0000	contar
a	a	SPS00	a
ellas	elas	PP3FP000	ele
	,	Fc	,
das	das	SPS00+DA0FP0	de+o
vezes	vezes	NCFP000	vez
q	que	PR0CN000	que
s	São	NP00000	são
nicolão	Nicolau	NP00000	nicolau
lhe	lhe	PP3CSD00	lhe
falava	falava	VMII0S0	falar
	,	Fc	,
o	o	DA0MS0	o
mto	muito	NCMS000	muito
q	que	PR0CN000	que
Sto	Santo	NP00000	santo
lhe	lhe	PP3CSD00	lhe
dizia	dizia	VMII0S0	dizer
	.	Fp	.
e	E	CC	e
aDs	adeus	NCMS000	adeus
	,	Fc	,
q	que	CS	que
não	não	RN	não
posso	posso	VMIP1S0	poder
mais	mais	RC	mais
	.	Fp	.
este	Este	DD0MS0	este
sor	servidor	NCMS000	servidor
de	de	SPS00	de
vm	VM	NP00000	VM
-	.	Fp	.
da	Da	SPS00+DA0FS0	de+o
Mai	mãe	NCFS000	mãe
e	e	CC	e
Prima	prima	NCFS000	primo
e	é	VSIP3S0	ser
q	que	CS	que
vm	VM	NP00000	VM
a	há	VMIP3S0	haver
de	de	SPS00	de
tirar	tirar	VMN0000	tirar
mtas	muitas	DI0FP0	muito
coizas	coisas	NCFP000	coisa
-	.	Fp	.
A	A	DA0FS0	o
filha	filha	NCFS000	filho
da	da	SPS00+DA0FS0	de+o
Mna	Mana	NCFS000	mano
