jhus	Jesus	NP00000	jesus
o	o	DA0MS0	o
serviço	serviço	NCMS000	serviço
de	de	SPS00	de
VM	VM	NP00000	VM
,	,	Fc	,
a	a	SPS00	a
quem	quem	PR0CN000	quem
peço	peço	VMIP1S0	pedir
me	me	PP1CS000	me
mande	mande	VMSP0S0	mandar
mtas	muitas	DI0FP0	muito
novas	novas	NCFP000	nova
suas	suas	DP3FP0	seu
e	e	CC	e
dos	dos	SPS00+DA0MP0	de+o
mais	mais	RC	mais
amigos	amigos	NCMP000	amigo
e	e	CC	e
do	do	SPS00+DA0MS0	de+o
que	que	PR0CN000	que
ha	há	VMIP3S0	haver
de	de	SPS00	de
novo	novo	NCMS000	novo
,	.	Fp	.
e	E	CC	e
con	com	SPS00	com
isto	isto	PD0NN000	isto
guarde	guarde	VMSP0S0	guardar
deos	Deus	NP00000	deus
a	a	SPS00	a
VM	VM	NP00000	VM
	.	Fp	.
desta	Desta	SPS00+PD0FS000	de+este
sua	sua	DP3FS0	seu
caza	casa	NCFS000	casa
de	de	SPS00	de
bordeos	Bordéus	NP00000	bordéus
	,	Fc	,
oje	hoje	RG	hoje
	,	Fc	,
24	24	Z	24
de	de	SPS00	de
novenbro	novembro	NCMS000	novembro
de	de	SPS00	de
1603	1603	Z	1603
anos	anos	NCMP000	ano
	.	Fp	.
de	De	SPS00	de
seu	seu	DP3MS0	seu
compadre	compadre	NCMS000	compadre
e	e	CC	e
amigo	amigo	NCMS000	amigo
	,	Fc	,
Paullo	Paulo	NP00000	paulo
gomez	Gomes	NP00000	gomes
