Jhus	Jesus	NP00000	jesus
lembranças	lembranças	NCFP000	lembrança
escandalisãome	escandalizam-me	VMIP3P0+PP1CS000	escandalizar+me
;	.	Fp	.
bem	Bem	RG	bem
differente	diferente	AQ0CS0	diferente
o	o	PP3MSA00	o
fiserão	fizeram	VMIS3P0	fazer
vsms	VMs	NP00000	VM
com	com	SPS00	com
seu	seu	DP3MS0	seu
sobro	sobrinho	NCMS000	sobrinho
enrique	Henrique	NP00000	henrique
frances	Francês	NP00000	francês
	,	Fc	,
a	a	SPS00	a
quẽ	quem	PR0CN000	quem
armarão	armaram	VMIS3P0	armar
pa	para	SPS00	para
Angolla	Angola	NP00000	angola
;	,	Fc	,
e	e	CC	e
suas	suas	DP3FP0	seu
irmãs	irmãs	NCFP000	irmão
ampararão	ampararam	VMIS3P0	amparar
;	.	Fp	.
e	E	CC	e
as	as	DA0FP0	o
minhas	minhas	PX1FP0S0	meu
	,	Fc	,
não	não	RN	não
só	só	RG	só
as	as	PP3FPA00	o
não	não	RN	não
ampararão	ampararam	VMIS3P0	amparar
	,	Fc	,
mas	mas	CC	mais
ainda	ainda	RG	ainda
a	a	SPS00	a
mim	mim	PP1CSO00	mim
me	me	PP1CS000	me
desemparão	desamparam	VMIP3P0	desamparar
tanto	tanto	RC	tanto
q	que	CS	que
nem	nem	CCN	nem
ainda	ainda	RG	ainda
com	com	SPS00	com
suas	suas	DP3FP0	seu
encom-mendas	encomendas	NCFP000	encomenda
me	me	PP1CS000	me
são	são	VSIP3P0	ser
bons	bons	AQ0MP0	bom
;	.	Fp	.
certo	Certo	AQ0MS0	certo
q	que	CS	que
cuido	cuido	VMIP1S0	cuidar
eu	eu	PP1CSN00	eu
q	que	CS	que
nem	nem	CCN	nem
inimigos	inimigos	NCMP000	inimigo
,	,	Fc	,
qto	quanto	PA000000	quanto
mais	mais	RC	mais
parentes	parentes	NCMP000	parente
	,	Fc	,
usarão	usarão	VMIF3P0	usar
tais	tais	AQ0CP0	tais
rigores	rigores	NCMP000	rigor
;	.	Fp	.
e	E	CC	e
não	não	RN	não
sei	sei	VMIP1S0	saber
q	que	CS	que
diga	diga	VMSP0S0	dizer
;	.	Fp	.
somte	Somente	RG	somente
digo	digo	VMIP1S0	dizer
q	que	CS	que
deve	deve	VMIP3S0	dever
de	de	SPS00	de
nacer	nascer	VMN0000	nascer
isto	isto	PD0NN000	isto
ainda	ainda	RG	ainda
da	da	SPS00+DA0FS0	de+o
differença	diferença	NCFS000	diferença
de	de	SPS00	de
seu	seu	DP3MS0	seu
fo	filho	NCMS000	filho
mel	Manuel	NP00000	manuel
,	,	Fc	,
a	a	DA0FS0	o
qual	qual	PR0CS000	qual
a	a	DA0FS0	o
sra	senhora	NCFS000	senhor
ma-ior	maior	AQ0CS0	maior
francesa	francesa	AQ0FS0	francês
tomou	tomou	VMIS3S0	tomar
tanto	tanto	RC	tanto
a	a	SPS00	a
peito	peito	NCMS000	peito
;	.	Fp	.
hora	Ora	RG	ora
	,	Fc	,
pois	pois	CS	pois
	,	Fc	,
heme	é-me	VSIP3S0+PP1CS000	ser+me
sequer	sequer	RG	sequer
boa	boa	AQ0FS0	bom
sua	sua	DP3FS0	seu
irmã	irmã	NCFS000	irmão
de	de	SPS00	de
vsms	VMs	NP00000	VM
;	.	Fp	.
e	E	CC	e
tia	tia	NCFS000	tio
minha	minha	DP1FSS	meu
	,	Fc	,
gracia	Grácia	NP00000	grácia
dias	Dias	NP00000	dias
;	,	Fc	,
não	não	RN	não
tem	tem	VMIP3S0	ter
ella	ela	PP3FS000	ele
tantos	tantos	DI0MP0	tanto
filhos	filhos	NCMP000	filho
pa	para	SPS00	para
quem	quem	PR0CN000	quem
o	o	PP3MSA00	o
aver	haver	VMN0000	haver
mister	mister	NCMS000	mister
,	.	Fp	.
bem	Bem	RG	bem
pudera	pudera	VMIM0S0	poder
ella	ela	PP3FS000	ele
diser	dizer	VMN0000	dizer
a	a	SPS00	a
seu	seu	DP3MS0	seu
marido	marido	NCMS000	marido
q	que	CS	que
eu	eu	PP1CSN00	eu
sou	sou	VSIP1S0	ser
seu	seu	DP3MS0	seu
sobro	sobrinho	NCMS000	sobrinho
,	,	Fc	,
e	e	CC	e
q	que	CS	que
sequer	sequer	RG	sequer
com	com	SPS00	com
suas	suas	DP3FP0	seu
encommendas	encomendas	NCFP000	encomenda
me	me	PP1CS000	me
ajudasse	ajudasse	VMSI0S0	ajudar
;	.	Fp	.
e	E	CC	e
ouveralhe	houvera-lhe	VMIM0S0+PP3CSD00	haver+lhe
de	de	SPS00	de
lembrar	lembrar	VMN0000	lembrar
q	que	CS	que
minha	minha	DP1FSS	meu
mai	mãe	NCFS000	mãe
a	a	PP3FSA00	o
ajudou	ajudou	VMIS3S0	ajudar
criar	criar	VMN0000	criar
,	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
emfim	enfim	RG	enfim
	,	Fc	,
eu	eu	PP1CSN00	eu
me	me	PP1CS000	me
persuado	persuado	VMIP1S0	persuadir
q	que	CS	que
ella	ela	PP3FS000	ele
e	e	CC	e
as	as	DA0FP0	o
sars	senhoras	NCFP000	senhor
suas	suas	DP3FP0	seu
molheres	mulheres	NCFP000	mulher
se	se	P00CN000	se
conjurarão	conjuraram	VMIS3P0	conjurar
contra	contra	SPS00	contra
mim	mim	PP1CSO00	mim
,	,	Fc	,
e	e	CC	e
q	que	CS	que
por	por	SPS00	por
sua	sua	DP3FS0	seu
causa	causa	NCFS000	causa
me	me	PP1CS000	me
tratão	tratam	VMIP3P0	tratar
vsms	VMs	NP00000	VM
deste	deste	SPS00+DD0MS0	de+este
modo	modo	NCMS000	modo
	.	Fp	.
deverão	Deverão	VMIF3P0	dever
vsms	VMs	NP00000	VM
advertir	advertir	VMN0000	advertir
q	que	CS	que
são	são	VSIP3S0	ser
meu	meu	DP1MSS	meu
sangue	sangue	NCMS000	sangue
,	,	Fc	,
e	e	CC	e
	,	Fc	,
posto	posto	VMP00SM	pôr
q	que	CS	que
as	as	DA0FP0	o
sars	senhoras	NCFP000	senhor
suas	suas	DP3FP0	seu
molheres	mulheres	NCFP000	mulher
não	não	RN	não
,	,	Fc	,
ellas	elas	PP3FP000	ele
conhecerão	conhecerão	VMIF3P0	conhecer
q	que	CS	que
se	se	P00CN000	se
enganão	enganam	VMIP3P0	enganar
em	em	SPS00	em
quererem	quererem	VMN03P0	querer
ter	ter	VMN0000	ter
inimigos	inimigos	NCMP000	inimigo
,	,	Fc	,
pois	pois	CS	pois
os	os	DA0MP0	o
q	que	PR0CN000	que
o	o	PP3MSA00	o
são	são	VSIP3P0	ser
ainda	ainda	RG	ainda
ausentes	ausentes	AQ0CP0	ausente
sabem	sabem	VMIP3P0	saber
fartar	fartar	VMN0000	fartar
sua	sua	DP3FS0	seu
colera	cólera	NCFS000	cólera
.	.	Fp	.
esta	Esta	DD0FS0	este
verdade	verdade	NCFS000	verdade
exprimentara	experimentará	VMIF3S0	experimentar
taobem	também	RG	também
seu	seu	DP3MS0	seu
sobro	sobrinho	NCMS000	sobrinho
mel	Manuel	NP00000	manuel
bocarro	Bocarro	NP00000	bocarro
,	,	Fc	,
q	que	PR0CN000	que
dis	diz	VMIP3S0	dizer
ser	ser	VSN0000	ser
meu	meu	DP1MSS	meu
irmão	irmão	NCMS000	irmão
,	,	Fc	,
q	que	PR0CN000	que
me	me	PP1CS000	me
mandou	mandou	VMIS3S0	mandar
carta	carta	NCFS000	carta
de	de	SPS00	de
hũs	uns	DI0MP0	um
2V	2000	Z	2000
os	cruzados	NCMP000	cruzado
e	e	CC	e
dispois	depois	RG	depois
se	se	P00CN000	se
arrependeo	arrependeu	VMIS3S0	arrepender
,	.	Fp	.
não	Não	RN	não
se	se	P00CN000	se
ha	há	VMIP3S0	haver
elle	ele	PP3MS000	ele
de	de	SPS00	de
rir	rir	VMN0000	rir
,	,	Fc	,
e	e	CC	e
diser	dizer	VMN0000	dizer
q	que	CS	que
os	os	PP3MPA00	o
tem	tem	VMIP3S0	ter
e	e	CC	e
eu	eu	PP1CSN00	eu
sirvo	sirvo	VMIP1S0	servir
outrem	outrem	PI0NN000	outrem
;	.	Fp	.
eu	Eu	PP1CSN00	eu
me	me	PP1CS000	me
faço	faço	VMIP1S0	fazer
clerigo	clérigo	NCMS000	clérigo
	,	Fc	,
pa	para	SPS00	para
o	o	DA0MS0	o
q	que	PR0CN000	que
fis	fiz	VMIS1S0	fazer
meus	meus	DP1MPS	meu
negocios	negócios	NCMP000	negócio
como	como	PA000000	como
me	me	PP1CS000	me
pareceo	pareceu	VMIS3S0	parecer
;	.	Fp	.
e	E	CC	e
	,	Fc	,
pois	pois	CS	pois
vsms	VMs	NP00000	VM
me	me	PP1CS000	me
tem	tem	VAIP3S0	ter
tão	tão	RC	tão
estomagado	estomagado	VMP0000	estomagar
sem	sem	SPS00	sem
causa	causa	NCFS000	causa
,	,	Fc	,
tomarão	tomarão	VMIF3P0	tomar
o	o	DA0MS0	o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
vier	vier	VMSF0S0	vir
;	.	Fp	.
e	E	CC	e
assi	assim	RG	assim
me	me	PP1CS000	me
podem	podem	VMIP3P0	poder
ter	ter	VMN0000	ter
	,	Fc	,
não	não	RN	não
só	só	RG	só
por	por	SPS00	por
não	não	RN	não
seu	seu	DP3MS0	seu
servidor	servidor	NCMS000	servidor
,	,	Fc	,
mas	mas	CC	mais
nem	nem	CCN	nem
por	por	SPS00	por
seu	seu	DP3MS0	seu
parente	parente	NCMS000	parente
.	.	Fp	.
nosso	Nosso	DP1MSP	nosso
sor	Senhor	NP00000	senhor
ettc	etc	NCMS000	etc
	.	Fp	.
Cochim	Cochim	NP00000	cochim
	,	Fc	,
16	16	Z	16
de	de	SPS00	de
dezro	dezembro	NCMS000	dezembro
de	de	SPS00	de
624	624	NP00000	624
Anto	António	NP00000	antónio
bocarro	Bocarro	NP00000	bocarro
