Illustrissimo	Ilustríssimo		
as	as	DA0FP0	o
Inquisisões	Inquisições	NP00000	inquisições
de	de	SPS00	de
Portugal	Portugal	NP00000	portugal
alfandegas	alfândegas	NCFP000	alfândega
do	do	SPS00+DA0MS0	de+o
inferno	inferno	NCMS000	inferno
	,	Fc	,
onde	onde	PA000000	onde
se	se	P00CN000	se
pagão	pagam	VMIP3P0	pagar
aos	aos	SPS00+DA0MP0	a+o
demonios	demónios	NCMP000	demónio
tributos	tributos	NCMP000	tributo
de	de	SPS00	de
juramẽtos	juramentos	NCMP000	juramento
falsos	falsos	AQ0MP0	falso
e	e	CC	e
testimunhos	testemunhos	NCMP000	testemunho
falsos	falsos	AQ0MP0	falso
,	,	Fc	,
e	e	CC	e
tantos	tantos	DI0MP0	tanto
males	males	NCMP000	mal
se	se	P00CN000	se
seguẽ	seguem	VMIP3P0	seguir
,	.	VMIP3P0	seguir
ho	O	DA0MS0	o
qual	qual	PR0CS000	qual
an	hão	VMIP3P0	haver
de	de	SPS00	de
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
Ds	Deus	NP00000	deus
mui	muito	RQ	muito
bem	bem	RG	bem
os	os	DA0MP0	o
Inquisidores	inquisidores	NCMP000	inquisidor
,	,	Fc	,
não	não	RN	não
ficando	ficando	VMG0000	ficar
isentos	isentos	AQ0MP0	isento
de	de	SPS00	de
culpa	culpa	NCFS000	culpa
hos	os	DA0MP0	o
que	que	PR0CN000	que
	,	Fc	,
pelos	pelos	SPS00+DA0MP0	por+o
Inquisidores	inquisidores	NCMP000	inquisidor
indusidos	induzidos	VMP00PM	induzir
ou	ou	CC	ou
movidos	movidos	VMP00PM	mover
de	de	SPS00	de
ame-aços	ameaços	NCMP000	ameaço
,	,	Fc	,
ou	ou	CC	ou
por	por	SPS00	por
tormẽto	tormento	NCMS000	tormento
	,	Fc	,
cometẽ	cometem	VMIP3P0	cometer
as	as	DA0FP0	o
tais	tais	DD0CP0	tal
culpas	culpas	NCFP000	culpa
,	.	NCFP000	culpa
que	Que	CS	que
isto	isto	PD0NN000	isto
sei	sei	VMIP1S0	saber
de	de	SPS00	de
certa	certa	AQ0FS0	certo
sciencia	ciência	NCFS000	ciência
,	,	Fc	,
que	que	CS	que
o	o	DA0MS0	o
anno	ano	NCMS000	ano
que	que	PR0CN000	que
injustamẽte	injustamente	RG	injustamente
,	,	Fc	,
como	como	CS	como
Anas	Anás	NP00000	anás
,	,	Fc	,
Caiphas	Caifás	NP00000	caifás
e	e	CC	e
pilatos	Pilatos	NP00000	pilatos
	,	Fc	,
injusta	injusta	AQ0FS0	injusto
e	e	CC	e
falsamẽte	falsamente	RG	falsamente
derão	deram	VMIS3P0	dar
cõtra	contra	SPS00	contra
mim	mim	PP1CSO00	mim
sentença	sentença	NCFS000	sentença
,	,	Fc	,
matarão	mataram	VMIS3P0	matar
os	os	DA0MP0	o
Inquisidores	inquisidores	NCMP000	inquisidor
tres	três	Z	três
pesoas	pessoas	NCFP000	pessoa
cõ	com	SPS00	com
tormẽtos	tormentos	NCMP000	tormento
,	,	Fc	,
hũ	um	DI0MS0	um
Manoel	Manuel	NP00000	manuel
Thomas	Tomás	NP00000	tomás
	,	Fc	,
escrevẽte	escrevente	NCMS000	escrevente
de	de	SPS00	de
Evora	Évora	NP00000	évora
,	,	Fc	,
e	e	CC	e
frco	Francisco	NP00000	francisco
doliveira	d'Oliveira	SPS00+NP00000	de+oliveira
	,	Fc	,
de	de	SPS00	de
Villa	Vila	NP00000	vila
vicosa	Viçosa	NP00000	viçosa
,	,	Fc	,
e	e	CC	e
outra	outra	DI0FS0	outro
pesoa	pessoa	NCFS000	pessoa
de	de	SPS00	de
Serpa	Serpa	NP00000	serpa
,	.	NP00000	serpa
e	E	CC	e
quãtos	quantos	DT0MP0	quanto
	,	Fc	,
cõ	com	SPS00	com
quãtos	quantos	PT0MP000	quanto
testimunhos	testemunhos	NCMP000	testemunho
falsos	falsos	AQ0MP0	falso
	,	Fc	,
forão	foram	VSIS3P0	ser
queimados	queimados	VMP00PM	queimar
?	?	Fp	?
Ds	Deus	NP00000	deus
ve	vê	VMIP3S0	ver
,	,	Fc	,
e	e	CC	e
affirmo	afirmo	VMIP1S0	afirmar
q	que	CS	que
sofre	sofre	VMIP3S0	sofrer
milhor	melhor	RC	melhor
Ds	Deus	NP00000	deus
os	os	DA0MP0	o
hereges	hereges	NCMP000	herege
de	de	SPS00	de
Gineva	Genève	NP00000	genève
e	e	CC	e
Rochela	Rochelle	NP00000	rochelle
do	do	SPS00+DA0MS0	de+o
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
agrada	agrada	VMIP3S0	agradar
a	a	DA0FS0	o
Inquisisão	Inquisição	NP00000	inquisição
de	de	SPS00	de
Portugal	Portugal	NP00000	portugal
.	.	Fp	.
E	E	CC	e
se	se	CS	se
VS	VSa	NP00000	VSa
pode	pode	VMIP3S0	poder
escusar	escusar	VMN0000	escusar
de	de	SPS00	de
culpa	culpa	NCFS000	culpa
na	na	SPS00+DA0FS0	em+o
morte	morte	NCFS000	morte
de	de	SPS00	de
Xpõ	Xpo	NP00000	xpo
nosso	Nosso	DP1MSP	nosso
sor	Senhor	NP00000	senhor
hos	os	DA0MP0	o
q	que	PR0CN000	que
ho	o	PP3MSA00	o
julgarão	julgaram	VMIS3P0	julgar
,	,	Fc	,
assi	assim	RG	assim
podera	poderá	VMIF3S0	poder
escusar	escusar	VMN0000	escusar
os	os	DA0MP0	o
julgadores	julgadores	NCMP000	julgador
da	da	SPS00+DA0FS0	de+o
Inquisisão	Inquisição	NP00000	inquisição
,	.	NP00000	inquisição
E	E	CC	e
quer	quer	VMIP3S0	querer
VS	VSa	NP00000	VSa
saber	saber	VMN0000	saber
quanto	quanto	PA000000	quanto
,	?	PA000000	quanto
q	Que	CS	que
	,	Fc	,
ameacandome	ameaçando-me	VMG0000+PP1CS000	ameaçar+me
e	e	CC	e
fasendome	fazendo-me	VMG0000+PP1CS000	fazer+me
diser	dizer	VMN0000	dizer
testimunhos	testemunhos	NCMP000	testemunho
falsos	falsos	AQ0MP0	falso
	,	Fc	,
disião	diziam	VMII3P0	dizer
q	que	CS	que
assistia	assistia	VMII0S0	assistir
naquella	naquela	SPS00+DD0FS0	em+aquele
mesa	mesa	NCFS000	mesa
o	o	DA0MS0	o
spiritu	Espírito	NP00000	espírito
sancto	Santo	NP00000	santo
,	,	Fc	,
no	no	SPS00+DA0MS0	em+o
q	que	PR0CN000	que
sei	sei	VMIP1S0	saber
de	de	SPS00	de
certa	certa	AQ0FS0	certo
sciencia	ciência	NCFS000	ciência
q	que	CS	que
blasfemavão	blasfemavam	VMII3P0	blasfemar
perq	porque	CS	porque
o	o	DA0MS0	o
spiritu	Espírito	NP00000	espírito
sancto	Santo	NP00000	santo
não	não	RN	não
pode	pode	VMIP3S0	poder
assistir	assistir	VMN0000	assistir
a	a	SPS00	a
falsidades	falsidades	NCFP000	falsidade
:	.	NCFP000	falsidade
de	De	SPS00	de
modo	modo	NCMS000	modo
q	que	CS	que
deles	deles	SPS00+PP3MP000	de+ele
mesmos	mesmos	AQ0MP0	mesmo
	,	Fc	,
per	por	SPS00	por
altos	altos	AQ0MP0	alto
juisos	juízos	NCMP000	juízo
de	de	SPS00	de
Ds	Deus	NP00000	deus
e	e	CC	e
pa	para	SPS00	para
perdissão	perdição	NCFS000	perdição
sua	sua	DP3FS0	seu
,	,	Fc	,
estaa	está	VMIP3S0	estar
escondida	escondida	VMP00SF	esconder
a	a	DA0FS0	o
diabolica	diabólica	AQ0FS0	dibólico
invenção	invenção	NCFS000	invenção
cõ	com	SPS00	com
q	que	PR0CN000	que
procedẽ	procedem	VMIP3P0	proceder
.	.	Fp	.
Eu	Eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
escrevi	escrevi	VMIS1S0	escrever
quatro	quatro	Z	quatro
veses	vezes	NCFP000	vez
	,	Fc	,
retratando me	retratando-me	VMG0000+PP1CS000	retratar+me
dos	dos	SPS00+DA0MP0	de+o
testimunhos	testemunhos	NCMP000	testemunho
falsos	falsos	AQ0MP0	falso
q	que	PR0CN000	que
	,	Fc	,
cõ	com	SPS00	com
ameaços	ameaços	NCMP000	ameaço
de	de	SPS00	de
morte	morte	NCFS000	morte
desestrada	desastrada	VMP00SF	desastrar
	,	Fc	,
me	me	PP1CS000	me
fiserão	fizeram	VMIS3P0	fazer
diser	dizer	VMN0000	dizer
,	,	Fc	,
satisfasendo	satisfazendo	VMG0000	satisfazer
ao	ao	SPS00+DA0MS0	a+o
preceito	preceito	NCMS000	preceito
de	de	SPS00	de
meus	meus	DP1MPS	meu
cõfessores	confessores	NCMP000	confessor
	.	Fp	.
VS	VSa	NP00000	VSa
	,	Fc	,
per	por	SPS00	por
ver	ver	VMN0000	ver
a	a	DA0FS0	o
carta	carta	NCFS000	carta
q	que	PR0CN000	que
outra	outra	PI0FS000	outro
ves	vez	NCFS000	vez
lhe	lhe	PP3CSD00	lhe
escreva	escreva	VMSP0S0	escrever
	,	Fc	,
a	a	SPS00	a
qual	qual	PR0CS000	qual
pesso	peço	VMIP1S0	pedir
seja	seja	VSSP0S0	ser
primeiro	primeiro	AO0MS0	primeiro
mostrada	mostrada	VMP00SF	mostrar
a	à	SPS00+DA0FS0	a+o
mesa	Mesa	NP00000	mesa
da	da	SPS00+DA0FS0	de+o
cõsciencia	Consciência	NP00000	consciência
e	e	CC	e
aos	aos	SPS00+DA0MP0	a+o
snres	senhores	NP00000	senhor
Gouvernadores	governadores	NCMP000	governador
e	e	CC	e
aos	aos	SPS00+DA0MP0	a+o
desembargadores	desembargadores	NCMP000	desembargador
do	do	SPS00+DA0MS0	de+o
passo	Paço	NP00000	paço
,	,	Fc	,
e	e	CC	e
a	a	SPS00	a
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
doctores	doutores	NCMP000	doutor
Theologos	teólogos	NCMP000	teólogo
de	de	SPS00	de
Portugal	Portugal	NP00000	portugal
,	.	NP00000	portugal
e	E	CC	e
obrigo	obrigo	VMIP1S0	obrigar
a	a	SPS00	a
todos	todos	PI0MP000	todo
per	por	SPS00	por
preceito	preceito	NCMS000	preceito
de	de	SPS00	de
charidade	caridade	NCFS000	caridade
christã	cristã	AQ0FS0	cristão
mandẽ	mandem	VMSP3P0	mandar
e	e	CC	e
fação	façam	VMSP3P0	fazer
restituir	restituir	VMN0000	restituir
e	e	CC	e
restaurar	restaurar	VMN0000	restaurar
a	a	DA0FS0	o
honra	honra	NCFS000	o
de	de	SPS00	de
Ds	Deus	NP00000	deus
ẽ	em	SPS00	em
causarẽ	causarem	VMII3P0	causar
tantos	tantos	DI0MP0	tanto
males	males	NCMP000	mal
a	a	SPS00	a
hũ	um	DI0MS0	um
seu	seu	DP3MS0	seu
sacerdote	sacerdote	NCMS000	sacerdote
e	e	CC	e
escandalisarẽ	escandalizarem	VMII3P0	escandalizar
os	os	DA0MP0	o
catholicos	católicos	NCMP000	católico
	,	Fc	,
cuidando	cuidando	VMG0000	cuidar
aver	haver	VAN0000	haver
caido	caído	VMP0000	cair
hũ	um	DI0MS0	um
sacerdote	sacerdote	NCMS000	sacerdote
ẽ	em	SPS00	em
culpas	culpas	NCFP000	culpa
hereticas	heréticas	AQ0FP0	herético
,	.	AQ0FP0	herético
e	E	CC	e
alẽ	além	RG	além
disto	disto	SPS00+PD0NN000	de+isto
	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
outros	outros	PI0MP000	outro
per	por	SPS00	por
meu	meu	DP1MSS	meu
exẽplo	exemplo	NCMS000	exemplo
não	não	RN	não
caião	caiam	VMSP3P0	cair
ẽ	em	SPS00	em
culpas	culpas	NCFP000	culpa
ou	ou	CC	ou
heresias	heresias	NCFP000	heresia
,	,	Fc	,
q	que	PR0CN000	que
falsamẽte	falsamente	RG	falsamente
me	me	PP1CS000	me
forão	foram	VSIS3P0	ser
impostas	impostas	VMP00PF	impor
	,	Fc	,
e	e	CC	e
obrigo	obrigo	VMIP1S0	obrigar
aos	aos	SPS00+PD0NN000	a+isto
Inquisidores	inquisidores	NCMP000	inquisidor
	,	Fc	,
sub	sob	SPS00	sob
pena	pena	NCFS000	pena
de	de	SPS00	de
maldicão	maldição	NCFS000	maldição
de	de	SPS00	de
Ds	Deus	NP00000	deus
	,	Fc	,
q	que	CS	que
me	me	PP1CS000	me
restituão	restituam	VMSP3P0	restituir
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
honra	honra	NCFS000	o
e	e	CC	e
danos	danos	NCMP000	dano
q	que	PR0CN000	que
causarão	causaram	VMIS3P0	causar
.	.	Fp	.
Alegresse	Alegre-se	VMSP0S0+P00CN000	alegrar+se
VS	VSa	NP00000	VSa
q	que	CS	que
teve	teve	VMIS3S0	ter
ẽ	em	SPS00	em
seu	seu	DP3MS0	seu
bispado	bispado	NCMS000	bispado
hũ	um	DI0MS0	um
sacerdote	sacerdote	NCMS000	sacerdote
q	que	PR0CN000	que
	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
não	não	RN	não
tam	tão	RC	tão
dignamẽte	dignamente	RG	dignamente
	,	Fc	,
todavia	todavia	RG	todavia
legitimamẽte	legitimamente	RG	legitimamente
fasia	fazia	VMII0S0	fazer
seu	seu	DP3MS0	seu
officio	ofício	NCMS000	ofício
no	no	SPS00+DA0MS0	em+o
q	que	PR0CN000	que
a	a	SPS00	a
elle	ele	PP3MS000	ele
tocava	tocava	VMII0S0	tocar
,	,	Fc	,
q	que	PR0CN000	que
sempre	sempre	RG	sempre
tive	tive	VMIS1S0	ter
intẽção	intenção	NCFS000	intenção
de	de	SPS00	de
celebrar	celebrar	VMN0000	celebrar
e	e	CC	e
cõsegrar	consagrar	VMN0000	consagrar
na	na	SPS00+DA0FS0	em+o
missa	missa	NCFS000	missa
,	.	NCFS000	missa
sempre	Sempre	RG	sempre
tive	tive	VMIS1S0	ter
intenção	intenção	NCFS000	intenção
de	de	SPS00	de
absolver	absolver	VMN0000	absolver
,	,	Fc	,
tanto	tanto	RC	tanto
q	que	CS	que
acõtesia	acontecia	VMII0S0	acontecer
per	por	SPS00	por
escrupulo	escrúpulo	NCMS000	escrúpulo
repetir	repetir	VMN0000	repetir
duas	duas	Z	duas
vezes	vezes	NCFP000	vez
a	a	DA0FS0	o
forma	forma	NCFS000	forma
da	da	SPS00+DA0FS0	de+o
absolvicão	absolvição	NCFS000	absolvição
	.	Fp	.
e	E	CC	e
assi	assim	RG	assim
seja	seja	VSSP0S0	ser
eu	eu	PP1CSN00	eu
absoluto	absoluto	VMP0000	absolver
a	à	SPS00+DA0FS0	a+o
hora	hora	NCFS000	hora
da	da	SPS00+DA0FS0	de+o
morte	morte	NCFS000	morte
pelo	pelo	SPS00+DA0MS0	por+o
cõfessor	confessor	NCMS000	confessor
	,	Fc	,
como	como	CS	como
tive	tive	VMIS1S0	ter
sempre	sempre	RG	sempre
intenção	intenção	NCFS000	intenção
de	de	SPS00	de
absolver	absolver	VMN0000	absolver
;	.	VMN0000	absolver
e	E	CC	e
assi	assim	RG	assim
nos	nos	SPS00+DA0MP0	em+o
sacramẽtos	sacramentos	NCMP000	sacramento
q	que	PR0CN000	que
ministrei	ministrei	VMIS1S0	ministrar
e	e	CC	e
recebi	recebi	VMIS1S0	receber
tive	tive	VMIS1S0	ter
sempre	sempre	RG	sempre
a	a	DA0FS0	o
divida	devida	VMP00SF	dever
intenção	intenção	NCFS000	intenção
:	.	NCFS000	intenção
pelo	Pelo	SPS00+DA0MS0	por+o
q	que	PR0CN000	que
pesso	peço	VMIP1S0	pedir
a	a	SPS00	a
VS	VSa	NP00000	VSa
	,	Fc	,
e	e	CC	e
ainda	ainda	RG	ainda
obrigo	obrigo	VMIP1S0	obrigar
	,	Fc	,
mande	mande	VMSP0S0	mandar
publicar	publicar	VMN0000	publicar
isto	isto	PD0NN000	isto
ẽ	em	SPS00	em
as	as	DA0FP0	o
terras	terras	NCFP000	o
de	de	SPS00	de
seu	seu	DP3MS0	seu
bispado	bispado	NCMS000	bispado
pa	para	SPS00	para
bem	bem	NCMS000	bem
de	de	SPS00	de
Ds	Deus	NP00000	deus
	,	Fc	,
a	a	SPS00	a
qual	qual	PR0CS000	qual
deve	deve	VMIP3S0	dever
prevalecer	prevalecer	VMN0000	prevalecer
mais	mais	RC	mais
q	que	CS	que
o	o	DA0MS0	o
credito	crédito	NCMS000	crédito
dos	dos	SPS00+DA0MP0	de+o
Inquisidores	inquisidores	NCMP000	inquisidor
,	.	NCMP000	inquisidor
e	E	CC	e
não	não	RN	não
os	os	PP3MPA00	o
tema	tema	VMSP0S0	temer
VS	VSa	NP00000	VSa
	,	Fc	,
q	que	CS	que
isto	isto	PD0NN000	isto
he	é	VSIP3S0	ser
obrigacão	obrigação	NCFS000	obrigação
de	de	SPS00	de
direito	direito	NCMS000	direito
natural	natural	AQ0CS0	natural
	,	Fc	,
q	que	PR0CN000	que
tem	tem	VMIP3S0	ter
forca	força	NCFS000	força
cõtra	contra	SPS00	contra
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
positivo	positivo	AQ0MS0	positivo
.	.	Fp	.
E	E	CC	e
digo	digo	VMIP1S0	dizer
q	que	CS	que
	,	Fc	,
envejando	invejando	VMG0000	invejar
o	o	DA0MS0	o
demonio	demónio	NCMS000	demónio
as	as	DA0FP0	o
cõfissões	confissões	NCFP000	o
invalidas	inválidas	AQ0FP0	inválido
q	que	PR0CN000	que
pela	pela	SPS00+DA0FS0	por+o
pregação	pregação	NCFS000	pregação
do	do	SPS00+DA0MS0	de+o
Evã-gelho	Evangelho	NP00000	evangelho
do	do	SPS00+DA0MS0	de+o
demonio	demónio	NCMS000	demónio
mudo	mudo	AQ0MS0	mudo
na	na	SPS00+DA0FS0	em+o
3ª	3.ª	AQ0FS0	3.ª
dominga	dominga	NP00000	dominga
da	da	SPS00+DA0FS0	de+o
quaresma	Quaresma	NP00000	quaresma
me	me	PP1CS000	me
vinhão	vinham	VMII3P0	vir
a	à	SPS00+DA0FS0	a+o
mão	mão	NCFS000	mão
,	,	Fc	,
e	e	CC	e
sabendo	sabendo	VMG0000	saber
como	como	PA000000	como
eu	eu	PP1CSN00	eu
ẽcaminhava	encaminhava	VMII0S0	encaminhar
as	as	DA0FP0	o
almas	almas	NCFP000	o
misit	misit	NCFP000	misit
in	in	SPS00	in
cor	cor	NCFS000	cor
eorũ	eorum	NCFS000	eorum
dos	dos	SPS00+DA0MP0	de+o
Inquisidores	inquisidores	NCMP000	inquisidor
,	,	Fc	,
ut	ut	NCMS000	ut
traderer	traderer	VMN0000	traderer
ego	ego	NCMS000	ego
;	,	NCMS000	ego
vierão me	vieram-me	VMIS3P0+PP1CS000	vir+me
cõfissões	confissões	NCFP000	confissão
de	de	SPS00	de
dous	dois	Z	dois
annos	anos	NCMP000	ano
,	,	Fc	,
de	de	SPS00	de
anno	ano	NCMS000	ano
de	de	SPS00	de
sete	sete	Z	sete
e	e	CC	e
de	de	SPS00	de
desoito	dezoito	Z	dezoito
,	,	Fc	,
huãs	umas	DI0FP0	um
per	por	SPS00	por
vergonha	vergonha	NCFS000	vergonha
de	de	SPS00	de
cõfessar	confessar	VMN0000	confessar
culpas	culpas	NCFP000	culpa
,	,	Fc	,
outras	outras	PI0FP000	outro
per	por	SPS00	por
ignorancia	ignorância	NCFS000	ignorância
de	de	SPS00	de
cõfessores	confessores	NCMP000	confessor
,	.	NCMP000	confessor
isto	Isto	PD0NN000	isto
quis	quis	VMIS3S0	querer
o	o	DA0MS0	o
demonio	demónio	NCMS000	demónio
empedir	impedir	VMN0000	impedir
	,	Fc	,
tomando	tomando	VMG0000	tomar
por	por	SPS00	por
instrumẽto	instrumento	NCMS000	instrumento
aos	aos	SPS00+DA0MP0	a+o
Inquisidores	inquisidores	NCMP000	inquisidor
,	,	Fc	,
q	que	PR0CN000	que
ouso	ouso	VMIP1S0	ousar
affirmar	afirmar	VMN0000	afirmar
q	que	CS	que
per	por	SPS00	por
hũa	uma	DI0FS0	um
invencão	invenção	NCFS000	invenção
deles	deles	SPS00+PP3MP000	de+ele
mesmos	mesmos	RF	mesmos
não	não	RN	não
conhecida	conhecida	VMP00SF	conhecer
,	,	Fc	,
mas	mas	CC	mas
não	não	RN	não
sem	sem	SPS00	sem
culpa	culpa	NCFS000	culpa
de	de	SPS00	de
christãos	cristãos	NCMP000	cristão
	,	Fc	,
e	e	CC	e
mui	muito	RQ	muito
Catholicos	católicos	AQ0MP0	católico
fasẽ	fazem	VMIP3P0	fazer
hereges	hereges	NCMP000	herege
	,	Fc	,
perdẽ	perdem	VMIP3P0	perder
as	as	DA0FP0	o
almas	almas	NCFP000	o
e	e	CC	e
as	as	DA0FP0	o
asuas	asuas	NCFP000	o
e	e	CC	e
ficão	ficam	VMIP3P0	ficar
imigos	inimigos	NCMP000	inimigo
de	de	SPS00	de
Xpõ	Xpo	NP00000	xpo
,	.	NP00000	xpo
e	E	CC	e
sei	sei	VMIP1S0	saber
isto	isto	PD0NN000	isto
de	de	SPS00	de
sciencia	ciência	NCFS000	ciência
	.	Fp	.
Mas	Mas	CC	mas
	,	Fc	,
quãto	quanto	PA000000	quanto
a	a	SPS00	a
mim	mim	PP1CSO00	mim
	,	Fc	,
tirando	tirando	VMG0000	tirar
Ds	Deus	NP00000	deus
bens	bens	NCMP000	bem
de	de	SPS00	de
males	males	NCMP000	mal
daa	dá	VMIP3S0	dar
aprender	aprender	VMN0000	aprender
per	por	SPS00	por
diversas	diversas	AQ0FP0	diverso
partes	partes	NCFP000	parte
do	do	SPS00+DA0MS0	de+o
mundo	mundo	NCMS000	mundo
diversas	diversas	AQ0FP0	diverso
linguas	línguas	NCFP000	língua
pa	para	SPS00	para
q	que	CS	que
nelas	nelas	SPS00+PP3FP000	em+ele
	,	Fc	,
tendo	tendo	VMG0000	ter
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
mundo	mundo	NCMS000	mundo
per	por	SPS00	por
aposento	aposento	NCMS000	aposento
	,	Fc	,
sirva	sirva	VMSP0S0	servir
a	a	DA0FS0	o
Ds	Deus	NP00000	deus
	,	Fc	,
q	que	CS	que
ẽ	em	SPS00	em
hũa	uma	DI0FS0	um
	,	Fc	,
per	por	SPS00	por
ameassos	ameaços	NCMP000	ameaço
dos	dos	SPS00+DA0MP0	de+o
