Meu	Meu	DP1MSS	meu
casa	casa	NCFS000	casa
de	de	SPS00	de
qualqu-er	qualquer	DI0CS0	qualquer
desses	desses	SPS00+DD0MP0	de+esse
cavalheros	cavalheiros	NCMP000	cavalheiro
	,	Fc	,
ja	já	RG	já
q	que	CS	que
estão	estão	VMIP3P0	estar
cõ	com	SPS00	com
tão	tão	RC	tão
boa	boa	AQ0FS0	bom
vontade	vontade	NCFS000	vontade
pa	para	SPS00	para
a	a	DA0FS0	o
Vm	VM	NP0S000	VM
o	o	PP3MSA00	o
Empararem	ampararem	VMN03P0	amparar
	.	Fp	.
mas	Mas	CC	mas
isto	isto	PD0NN000	isto
	,	Fc	,
qdo	quando	CS	quando
a	a	SPS00	a
Vm	VM	NP0S000	VM
lhe	lhe	PP3CSD00	lhe
paresa	pareça	VMSP0S0	parecer
bem	bem	RG	bem
;	,	Fc	,
deve	deve	VMIP3S0	dever
ser	ser	VSN0000	ser
absentandose	ausentando-se	VMG0000+P00CN000	ausentar+se
dahi	daí	SPS00+RG	de+aí
algũs	alguns	DI0MP0	algum
dias	dias	NCMP000	dia
E	e	CC	e
tornar	tornar	VMN0000	tornar
pa	para	SPS00	para
La	lá	RG	lá
cõ	com	SPS00	com
segredo	segredo	NCMS000	segredo
	,	Fc	,
dipois	depois	RG	depois
de	de	SPS00	de
todos	todos	PI0MP000	todo
saberem	saberem	VMN03P0	saber
que	que	CS	que
Vm	VM	NP0S000	VM
se	se	P00CN000	se
tem	tem	VAIP3S0	ter
hido	ido	VMP0000	ir
E	e	CC	e
sugeitarse	sujeitar-se	VMN0000+P00CN000	sujeitar+se
a	a	SPS00	a
estar	estar	VMN0000	estar
Em	em	SPS00	em
hũa	uma	DI0FS0	um
casa	casa	NCFS000	casa
sem	sem	SPS00	sem
q	que	CS	que
ninguem	ninguém	PI0NN00N	ninguém
o	o	PP3MSA00	o
saiba	saiba	VMSP0S0	saber
ate	até	SPS00	até
q	que	CS	que
venha	venha	VMSP0S0	vir
reposta	resposta	NCFS000	resposta
de	de	SPS00	de
seu	seu	DP3MS0	seu
irmão	irmão	NCMS000	irmão
	,	Fc	,
a	a	SPS00	a
que	que	PR0CN000	que
escrevi	escrevi	VMIS1S0	escrever
vise	visse	VMSI0S0	ver
se	se	CSI	se
remediar	remediar	VMN0000	remediar
os	os	DA0MP0	o
decretos	decretos	NCMP000	decreto
ou	ou	CC	ou
a-ver	haver	VMN0000	haver
a	a	DA0FS0	o
carta	carta	NCFS000	carta
do	do	SPS00+DA0MS0	de+o
marques	Marquês	NP00000	marquês
pa	para	SPS00	para
Vm	VM	NP0S000	VM
estar	estar	VMN0000	estar
Em	em	SPS00	em
Canta-nhede	Cantanhede	NP00000	cantanhede
	,	Fc	,
qdo	quando	CS	quando
isto	isto	PD0NN000	isto
lhe	lhe	PP3CSD00	lhe
paresa	pareça	VMSP0S0	parecer
bem	bem	RG	bem
	.	Fp	.
espero	Espero	VMIP1S0	esperar
aqui	aqui	RG	aqui
por	por	SPS00	por
Vm	VM	NP0S000	VM
sabdo	sábado	NCMS000	sábado
ou	ou	CC	ou
domingo	domingo	NCMS000	domingo
a	à	SPS00+DA0FS0	a+o
noute	noite	NCFS000	noite
pa	para	SPS00	para
fazer	fazer	VMN0000	fazer
a	a	DA0FS0	o
procuracaõ	procuração	NCFS000	procuração
q	que	PR0CN000	que
he	é	VSIP3S0	ser
nesesaria	necessária	AQ0FS0	necessário
	,	Fc	,
q	que	CS	que
hoje	hoje	RG	hoje
ma	ma	PP1CS000+PP3FSA00	me+o
mandarão	mandaram	VMIS3P0	mandar
pedir	pedir	VMN0000	pedir
de	de	SPS00	de
Coimbra	Coimbra	NP00000	coimbra
	.	Fp	.
E	E	CC	e
Vm	VM	NP0S000	VM
La	lá	RG	lá
a	a	PP3FSA00	o
pudera	poderá	VMIF3S0	poder
ter	ter	VMN0000	ter
	.	Fp	.
Serto	Certo	AQ0MS0	certo
q	que	CS	que
bastava	bastava	VMII0S0	bastar
dizer	dizer	VMN0000	dizer
o	ao	SPS00+DA0MS0	a+o
Escrivão	escrivão	NCMS000	escrivão
que	que	CS	que
as	as	DA0FP0	o
tas	testemunhas	NCFP000	testemunha
a	a	PP3FSA00	o
Vm	VM	NP0S000	VM
conhecião	conheciam	VMIC3P0	conhecer
	,	Fc	,
como	como	CS	como
lhe	lhe	PP3CSD00	lhe
avisei	avisei	VMIS1S0	avisar
;	.	Fp	.
Emtão	Então	RG	então
	,	Fc	,
daqui	daqui	SPS00+RG	de+aqui
pode	pode	VMIP3S0	poder
Vm	VM	NP0S000	VM
tornar	tornar	VMN0000	tornar
pa	para	SPS00	para
essa	essa	DD0FS0	esse
terra	terra	NCFS000	terra
E	e	CC	e
estar	estar	VMN0000	estar
nella	nela	SPS00+PP3FS000	em+ele
cõ	com	SPS00	com
segredo	segredo	NCMS000	segredo
ate	até	SPS00	até
vermos	vermos	VMN01P0	ver
se	se	CSI	se
melhorão	melhoram	VMIP3P0	melhorar
as	as	DA0FP0	o
cousas	coisas	NCFP000	coisa
	.	Fp	.
A	A	DA0FS0	o
frota	frota	NCFS000	frota
não	não	RN	não
pode	pode	VMIP3S0	poder
ser	ser	VSN0000	ser
hir	ir	VMN0000	ir
qdo	quando	CS	quando
dis	diz	VMIP3S0	dizer
	,	Fc	,
q	que	CS	que
não	não	RN	não
costuma	costuma	VMIP3S0	costumar
hir	ir	VMN0000	ir
senão	senão	CC	senão
no	no	SPS00+DA0MS0	em+o
fim	fim	NCMS000	fim
de	de	SPS00	de
março	março	NCMS000	março
;	.	Fp	.
E	E	CC	e
so	só	RG	só
hirão	irão	VMIF3P0	ir
alhumgũs	alguns	DI0MP0	algum
navios	navios	NCMP000	navio
de	de	SPS00	de
lisensa	licença	NCFS000	licença
	.	Fp	.
Vm	VM	NP0S000	VM
me	me	PP1CS000	me
dise	disse	VMIS3S0	dizer
na	na	SPS00+DA0FS0	em+o
sua	sua	PX3FS000	seu
me	me	PP1CS000	me
pedira	pedira	VMIM0S0	pedir
ficase	ficasse	VMSI0S0	ficar
aqui	aqui	RG	aqui
o	o	DA0MS0	o
trombeta	trombeta	NCFS000	trombeta
	.	Fp	.
a	A	SPS00	a
mim	mim	PP1CSO00	mim
me	me	PP1CS000	me
não	não	RN	não
lembra	lembra	VMIP3S0	lembrar
de	de	SPS00	de
tal	tal	RC	tal
E	e	CC	e
	,	Fc	,
se	se	CS	se
Vm	VM	NP0S000	VM
o	o	PP3MSA00	o
queria	queria	VMII0S0	querer
aqui	aqui	RG	aqui
disfaz	disfaz	X	X
	,	Fc	,
tinha	tinha	VMII0S0	ter
mais	mais	RC	mais
q	que	CS	que
fazelo	fazê-lo	VMN0000+PP3MSA00	fazer+o
ou	ou	CC	ou
disermo	dizer-mo	VMN0000+PP1CS000+PP3MSA00	dizer+me+o
cõ	com	SPS00	com
claresa	clareza	NCFS000	clareza
	,	Fc	,
q	que	CS	que
Eu	eu	PP1CSN00	eu
não	não	RN	não
podia	podia	VMII0S0	poder
emcontrar	encontrar	VMN0000	encontrar
isso	isso	PD0NN000	isso
,	,	Fc	,
qdo	quando	CS	quando
me	me	PP1CS000	me
paresa	pareça	VMSP0S0	parecer
sempre	sempre	RG	sempre
mal	mal	RG	mal
o	o	DA0MS0	o
traselo	trazê-lo	VMN0000+PP3MSA00	trazer+o
Vm	VM	NP0S000	VM
	,	Fc	,
como	como	CS	como
me	me	PP1CS000	me
parese	parece	VMIP3S0	parecer
traser	trazer	VMN0000	trazer
o	o	DA0MS0	o
outro	outro	PI0MS000	outro
negro	negro	AQ0MS0	negro
tão	tão	RC	tão
Roto	roto	AQ0MS0	roto
.	.	Fp	.
Eu	Eu	PP1CSN00	eu
não	não	RN	não
tenho	tenho	VMIP1S0	ter
dro	dinheiro	NCMS000	dinheiro
	,	Fc	,
como	como	CS	como
a	a	DA0FS0	o
Vm	VM	NP0S000	VM
dise	disse	VMIS3S0	dizer
	,	Fc	,
q	que	CS	que
	,	Fc	,
a	a	SPS00	a
tello	tê-lo	VMN0000+PP3MSA00	ter+o
	,	Fc	,
fraca	fraca	AQ0FS0	fraco
graca	graça	NCFS000	graça
hirá	irá	VMIF3S0	ir
mandalo	mandá-lo	VMN0000+PP3MSA00	mandar+o
a	a	SPS00	a
seu	seu	DP3MS0	seu
irmão	irmão	NCMS000	irmão
	,	Fc	,
avendo	havendo	VMG0000	haver
pertador	portador	NCMS000	portador
	.	Fp	.
Vm	VM	NP0S000	VM
esta	está	VMIP3S0	estar
Em	em	SPS00	em
terra	terra	NCFS000	terra
donde	onde	PA000000	onde
pode	pode	VMIP3S0	poder
vender	vender	VMN0000	vender
o	o	DA0MS0	o
ouro	ouro	NCMS000	ouro
,	,	Fc	,
q	que	CS	que
a	a	SPS00	a
Vm	VM	NP0S000	VM
não	não	RN	não
serve	serve	VMIP3S0	servir
senão	senão	CC	senão
dro	dinheiro	NCMS000	dinheiro
	.	Fp	.
E	E	CC	e
porq	porque	CS	porque
espero	espero	VMIP1S0	esperar
por	por	SPS00	por
Vm	VM	NP0S000	VM
qdo	quando	CS	quando
digo	digo	VMIP1S0	dizer
	,	Fc	,
pa	para	SPS00	para
a	a	DA0FS0	o
vista	vista	NCFS000	vista
guardo	guardo	VMIP1S0	guardar
o	o	DA0MS0	o
mais	mais	DI0CN0	mais
	.	Fp	.
gde	Guarde	VMSP0S0	guardar
Ds	Deus	NP00000	deus
a	a	DA0FS0	o
Vm	VM	NP0S000	VM
	.	Fp	.
de	De	SPS00	de
casa	casa	NCFS000	casa
	,	Fc	,
quinta fra	quinta-feira	NCFS000	quinta-feira
	,	Fc	,
26	26	Z	26
de	de	SPS00	de
janro	janeiro	NCMS000	janeiro
tio	Tio	NCMS000	tio
A	amigo	AQ0MS0	amigo
E	e	CC	e
Vm	VM	NP0S000	VM
	,	Fc	,
Jozeph	José	NP00000	josé
Sousa	Sousa	NP00000	sousa
