jhus	Jesus	NP00000	jesus
emcomtrara	encontrara	VMIM0S0	encontrar
um	um	DI0MS0	um
ome	homem	NCMS000	homem
natural	natural	AQ0CS0	natural
de	de	SPS00	de
cezimbra	Sesimbra	NP00000	sesimbra
q	que	PR0CN000	que
me	me	PP1CS000	me
dice	disse	VMIS3S0	dizer
faria	faria	VMIC0S0	fazer
diligencia	diligência	NCFS000	diligência
a	a	SPS00	a
dalla	dá-la	VMN0000+PP3FSA00	dar+o
a	a	SPS00	a
VM	VM	NP00000	VM
e	e	CC	e
ci	se	CS	se
a	a	PP3FSA00	o
Receba	receba	VMSP0S0	receber
com	com	SPS00	com
mta	muita	DI0FS0	muito
paciEmcia	paciência	NCFS000	paciência
	.	Fp	.
e	E	CC	e
com	com	SPS00	com
isto	isto	PD0NN000	isto
de	dê	VMSP0S0	dar
noco	Nosso	DP1MSP	nosso
snor	Senhor	NP00000	senhor
a	a	SPS00	a
vM	VM	NP00000	VM
Mto	muito	RQ	muito
descazo	descanso	NCMS000	descanso
	,	Fc	,
como	como	CS	como
dezeja	deseja	VMIP3S0	desejar
	,	Fc	,
em	em	SPS00	em
companhia	companhia	NCFS000	companhia
da	da	SPS00+DA0FS0	de+o
snra	senhora	NP00000	senhor
maria	Maria	NP00000	maria
	.	Fp	.
feito	Feito	VMP00SM	fazer
a	a	SPS00	a
simquo	cinco	Z	cincar
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
de	de	SPS00	de
634	634	Z	634
anos	anos	NCMP000	ano
	.	Fp	.
frco	Francisco	NP00000	francisco
simois	Simões	NP00000	simões
goa	Goa	NP00000	goa
