Ilsmo	Ilustríssimo	AQSMS0	ilustre
emtrar	entrar	VMN0000	entrar
mais	mais	RC	mais
nenhũa	nenhuma	DI0FS0	nenhum
	,	Fc	,
mas	mas	CC	mais
que	que	CS	que
me	me	PP1CS000	me
avizava	avisava	VMII0S0	avisar
que	que	CS	que
não	não	RN	não
fosse	fosse	VMSI0S0	ir
a	a	DA0FS0	o
nosa	Nossa	NP00000	nossa
senhora	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
lus	Luz	NP00000	luz
	.	Fp	.
estava	Estava	VMII0S0	estar
hũ	um	DI0MS0	um
pe	Padre	NP00000	padre
que	que	CS	que
havia	havia	VMII0S0	haver
de	de	SPS00	de
emtrar	entrar	VMN0000	entrar
no	no	SPS00+DA0MS0	em+o
meu	meu	DP1MSS	meu
Vazo	vaso	NCMS000	vaso
	,	Fc	,
mas	mas	CC	mais
como	como	CS	como
não	não	RN	não
podia	podia	VMII0S0	poder
Ja	já	RG	já
emtrar	entrar	VMN0000	entrar
em	em	SPS00	em
meu	meu	DP1MSS	meu
Vazo	vaso	NCMS000	vaso
,	,	Fc	,
me	me	PP1CS000	me
queria	queria	VMII0S0	querer
falar	falar	VMN0000	falar
de	de	SPS00	de
fora	fora	RG	fora
	.	Fp	.
descudamdome	Descuidando-me	VMG0000+PP1CS000	.
do	do	SPS00+DA0MS0	de+o
avizo	aviso	NCMS000	aviso
que	que	CS	que
a	a	SPS00	a
alma	alma	DA0FS0	o
sancta	santa	NCFS000	santo
me	me	PP1CS000	me
deu	deu	VMIS3S0	dar
	,	Fc	,
fuy	fui	VMIS1S0	ir
a	a	SPS00	a
nosa	Nossa	NP00000	nossa
senhora	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
lus	Luz	NP00000	luz
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
dia	dia	NCMS000	dia
	.	Fp	.
estando	Estando	VMG0000	estar
ao	ao	SPS00+DA0MS0	a+o
eVangelho	evangelho	NCMS000	evangelho
da	da	SPS00+DA0FS0	de+o
misa	missa	NCFS000	missa
da	da	SPS00+DA0FS0	de+o
senhora	Senhora	NP00000	senhor
	,	Fc	,
Levando	levando	VMG0000	levar
eu	eu	PP1CSN00	eu
os	os	DA0MP0	o
olhos	olhos	NCMP000	olho
pera	para	SPS00	para
a	a	DA0FS0	o
porta	porta	NCFS000	porta
prinsipal	principal	AQ0CS0	principal
	,	Fc	,
vi	vi	VMIS1S0	ver
estar	estar	VMN0000	estar
esta	esta	DD0FS0	este
alma	alma	NCFS000	alma
sancta	santa	NCFS000	santo
com	com	SPS00	com
as	as	DA0FP0	o
maós	mãos	NCFP000	mão
postas	postas	NCFP000	posta
	,	Fc	,
pedindome	pedindo-me	Fc	,
pello	pelo	SPS00+DA0MS0	por+o
amor	amor	NCMS000	amor
de	de	SPS00	de
deos	Deus	NP00000	deus
que	que	CS	que
a	a	PP3FSA00	o
escutase	escutasse	VMSI0S0	escutar
hũa	uma	DI0FS0	um
Razão	razão	NCFS000	razão
que	que	PR0CN000	que
me	me	PP1CS000	me
queria	queria	VMII0S0	querer
dar	dar	VMN0000	dar
	,	Fc	,
q	que	PR0CN000	que
disese	dissesse	VMSI0S0	dizer
ao	ao	SPS00+DA0MS0	a+o
pe	Padre	NP00000	padre
francisco	Francisco	NP00000	francisco
cabral	Cabral	NP00000	cabral
	.	Fp	.
eu	Eu	PP1CSN00	eu
Lhe	lhe	PP3CSD00	lhe
dise	disse	VMIS3S0	dizer
que	que	CS	que
não	não	RN	não
me	me	PP1CS000	me
estrevia	atrevia	VMII0S0	atrever
a	a	SPS00	a
escutar	escutar	VMN0000	escutar
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
fose	fosse	VMSI0S0	ir
Da	da	SPS00+DA0FS0	de+o
parte	parte	NCFS000	parte
de	de	SPS00	de
deos	Deus	NP00000	deus
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
fose	fosse	VMSI0S0	ir
ao	ao	SPS00+DA0MS0	a+o
mesmo	mesmo	AQ0MS0	mesmo
religiozo	religioso	NCMS000	religioso
pe	Padre	NP00000	padre
francisço	Francisco	NP00000	francisco
cabral	Cabral	NP00000	cabral
	,	Fc	,
servo	servo	NCMS000	servo
de	de	SPS00	de
Jezu	Jesus	NP00000	jesus
maria	Maria	NP00000	maria
	,	Fc	,
saindome	saindo-me	VMG0000+PP1CS000	sair+me
eu	eu	PP1CSN00	eu
da	da	SPS00+DA0FS0	de+o
ermida	ermida	NCFS000	ermida
de	de	SPS00	de
nosa	Nossa	NP00000	nossa
senhora	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
Lus	Luz	NP00000	luz
	.	Fp	.
coando	Quando	CS	quando
queria	queria	VMII0S0	querer
sair	sair	VMN0000	sair
a	a	DA0FS0	o
prosisão	procissão	NCFS000	procissão
	,	Fc	,
se	se	CS	se
me	me	PP1CS000	me
pos	pôs	VMIS3S0	pôr
diante	diante	RG	diante
e	e	CC	e
requerindome	requerendo-me	CC	e
mtas	muitas	DI0FP0	muito
vezes	vezes	NCFP000	vez
que	que	PR0CN000	que
da	da	SPS00+DA0FS0	de+o
parte	parte	NCFS000	parte
do	do	SPS00+DA0MS0	de+o
sanctisimo	Santíssimo	AQSMS0	santo
sacramento	Sacramento	NP00000	sacramento
e	e	CC	e
da	da	SPS00+DA0FS0	de+o
virgem	Virgem	NP00000	virgem
Maria	Maria	NP00000	maria
	,	Fc	,
senhora	Senhora	NP00000	senhor
nossa	Nossa	NP00000	nossa
	,	Fc	,
o	o	PP3MSA00	o
escutase	escutasse	VMSI0S0	escutar
Duas	duas	Z	duas
razois	razões	NCFP000	razão
que	que	PR0CN000	que
disese	dissesse	VMSI0S0	dizer
ao	ao	SPS00+DA0MS0	a+o
padre	Padre	NP00000	padre
	.	Fp	.
estando	Estando	VMG0000	estar
eu	eu	PP1CSN00	eu
emcostada	encostada	VMP00SF	encostar
na	na	SPS00+DA0FS0	em+o
minha	minha	DP1FSS	meu
Jinela	janela	NCFS000	janela
	,	Fc	,
Vi	vi	VMIS1S0	ver
o	o	DA0MS0	o
vir	vir	VMN0000	vir
hũ	um	DI0MS0	um
penitemte	penitente	NCMS000	um
com	com	SPS00	com
hũ	um	DI0MS0	um
asoite	açoite	NCMS000	açoite
na	na	SPS00+DA0FS0	em+o
mão	mão	NCFS000	mão
	,	Fc	,
e	e	CC	e
me	me	PP1CS000	me
dise	disse	VMIS3S0	dizer
	&quot;	VMN0000	dizer
em	Em	SPS00	em
nome	nome	NCMS000	nome
do	do	SPS00+DA0MS0	de+o
sanctissimo	Santíssimo	AQSMS0	santo
sacramento	Sacramento	NP00000	sacramento
e	e	CC	e
da	da	SPS00+DA0FS0	de+o
virgem	Virgem	NP00000	virgem
Maria	Maria	NP00000	maria
	,	Fc	,
senhora	Senhora	NP00000	senhor
nossa	Nossa	NP00000	nossa
	&quot;	VMN0000	nossa
	.	Fp	.
e	E	CC	e
eu	eu	PP1CSN00	eu
Lhe	lhe	PP3CSD00	lhe
respondi	respondi	VMIS1S0	responder
	&quot;	VMN0000	responder
se	Se	CS	se
tu	tu	PP2CSN00	tu
es	és	VSIP2S0	ser
alma	alma	NCFS000	alma
de	de	SPS00	de
Deos	Deus	NP00000	deus
ou	ou	CC	ou
se	se	CS	se
es	és	VSIP2S0	ser
o	o	DA0MS0	o
demonio	demónio	NCMS000	demónio
que	que	PR0CN000	que
me	me	PP1CS000	me
queres	queres	VMIP2S0	querer
demquiatar	inquietar	VMN0000	inquietar
a	a	SPS00	a
min	mim	PP1CSO00	mim
e	e	CC	e
a	a	SPS00	a
este	este	DD0MS0	este
servo	servo	NCMS000	servo
de	de	SPS00	de
deos	Deus	NP00000	deus
	,	Fc	,
vaite	vai-te	VMIP3S0+PP2CS000	ir+te
pera	para	SPS00	para
o	o	DA0MS0	o
emferno	inferno	NCMS000	inferno
maldisuado	amaldiçoado	VMP00SM	amaldiçoar
	&quot;	VMN0000	amaldiçoar
	.	Fp	.
elle	Ele	PP3MS000	ele
me	me	PP1CS000	me
respondei	respondeu	VMIS3S0	responder
	&quot;	VMN0000	responder
Ils	Ilustríssima	AQSFS0	ilustre
maria	Maria	NP00000	maria
	,	Fc	,
eu	eu	PP1CSN00	eu
não	não	RN	não
sou	sou	VSIP1S0	ser
o	o	DA0MS0	o
demonio	demónio	NCMS000	demónio
	,	Fc	,
que	que	CS	que
sou	sou	VSIP1S0	ser
alma	alma	NCFS000	alma
de	de	SPS00	de
deos	Deus	NP00000	deus
	.	Fp	.
chamame	Chama-me	Fp	.
a	a	DA0FS0	o
sanctisima	Santíssima	AQSFS0	santo
trindade	Trindade	NP00000	trindade
	,	Fc	,
tres	três	Z	três
pesoas	pessoas	NCFP000	pessoa
e	e	CC	e
hũ	um	DI0MS0	um
so	só	RG	só
deos	Deus	NP00000	deus
	,	Fc	,
padre	Padre	NP00000	padre
	,	Fc	,
filho	Filho	NP00000	filho
	,	Fc	,
espirito	Espírito	NP00000	espírito
sancto	Santo	NP00000	santo
	&quot;	VMN0000	santo
	.	Fp	.
e	E	CC	e
olhou	olhou	VMIS3S0	olhar
pa	para	SPS00	para
mim	mim	PP1CSO00	mim
e	e	CC	e
disse	disse	VMIS3S0	dizer
	&quot;	VMN0000	dizer
não	Não	RN	não
me	me	PP1CS000	me
coneses	conheces	VMIP2S0	conhecer
que	que	CS	que
sou	sou	VSIP1S0	ser
o	o	DA0MS0	o
pe	Padre	NP00000	padre
fulano	fulano	NCMS000	fulano
	?	Fp	?
	&quot;	VMN0000	?
	,	Fc	,
Largando	largando	VMG0000	largar
hũ	um	DI0MS0	um
asoite	açoite	NCMS000	açoite
que	que	PR0CN000	que
trazia	trazia	VMII0S0	trazer
na	na	SPS00+DA0FS0	em+o
mão	mão	NCFS000	mão
	.	Fp	.
ficando	Ficando	VMG0000	ficar
elle	ele	PP3MS000	ele
como	como	SPS00	como
coando	quando	CS	quando
andava	andava	VMII0S0	andar
nesta	nesta	SPS00+DD0FS0	em+este
vida	vida	NCFS000	vida
	,	Fc	,
conhesio	conheci-o	VMIS1S0+PP3MSA00	conhecer+o
	.	Fp	.
antãoses	Então	RG	então
	,	Fc	,
diselhe	disse-lhe	VMIS3S0+PP3CSD00	dizer+lhe
eu	eu	PP1CSN00	eu
	&quot;	VMN0000	eu
que	Que	PT0CN000	que
ves	vens	VMIP2S0	vir
busçar	buscar	VMN0000	buscar
a	a	SPS00	a
esta	esta	DD0FS0	este
vida	vida	NCFS000	vida
	&quot;	VMN0000	vida
	?	Fp	?
	&quot;	Fe	?
venho	Venho	VMIP1S0	vir
por	por	SPS00	por
hũ	um	DI0MS0	um
grande	grande	AQ0CS0	grande
cauzo	caso	NCMS000	caso
que	que	PR0CN000	que
fiz	fiz	VMIS1S0	fazer
contra	contra	SPS00	contra
deos	Deus	NP00000	deus
	,	Fc	,
pecado	pecado	NCMS000	pecado
que	que	PR0CN000	que
não	não	RN	não
confesey	confessei	VMIS1S0	confessar
coando	quando	CS	quando
desta	desta	SPS00+DD0FS0	de+este
Vida	vida	NCFS000	vida
parti	parti	VMIS1S0	partir
	.	Fp	.
Venho	Venho	VMIP1S0	vir
ao	ao	SPS00+DA0MS0	a+o
pe	Padre	NP00000	padre
francisco	Francisco	NP00000	francisco
cabral	Cabral	NP00000	cabral
	,	Fc	,
que	que	CS	que
sou	sou	VSIP1S0	ser
mandado	mandado	NCMS000	mandado
por	por	SPS00	por
deos	Deus	NP00000	deus
pell	por	SPS00	por
o	o	PP3MSA00	o
alcançar	alcançar	VMN0000	alcançar
sancta	Santa	NP00000	santa
Joana	Joana	NP00000	joana
	,	Fc	,
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
dou	dou	VMIP1S0	dar
nosso	Nosso	DP1MSP	nosso
senhor	Senhor	NP00000	senhor
pordom	perdão	NCMS000	perdão
a	a	SPS00	a
esta	esta	DD0FS0	este
sancta	Santa	NP00000	santa
	,	Fc	,
que	que	CS	que
as	as	DA0FP0	o
almas	almas	NCFP000	alma
que	que	PR0CN000	que
deste	deste	SPS00+DD0MS0	de+este
mundo	mundo	NCMS000	mundo
partisem	partissem	NCMS000	mundo
por	por	SPS00	por
sua	sua	DP3FS0	seu
emtristesão	intercessão	NCFS000	intercessão
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
daria	daria	VMIC0S0	dar
salvasão	salvação	NCFS000	salvação
	,	Fc	,
e	e	CC	e
que	que	CS	que
viese	viesse	VMSI0S0	vir
a	a	SPS00	a
este	este	DD0MS0	este
servo	servo	NCMS000	servo
de	de	SPS00	de
deos	Deus	NP00000	deus
comfesar	confessar	VMN0000	confessar
este	este	DD0MS0	este
pecado	pecado	NCMS000	pecado
que	que	PR0CN000	que
não	não	RN	não
comfesey	confessei	VMIS1S0	confessar
	&quot;	VMN0000	confessar
	.	Fp	.
asim	Assim	RG	assim
me	me	PP1CS000	me
disse	disse	VMIS3S0	dizer
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
dissese	dissesse	VMSI0S0	dizer
que	que	CS	que
havia	havia	VMII0S0	haver
sete	sete	Z	sete
annos	anos	NCMP000	ano
que	que	CS	que
não	não	RN	não
tinha	tinha	VAII0S0	ter
emtrado	entrado	VMP0000	entrar
em	em	SPS00	em
reque	réquie	NCFS000	réquie
e	e	CC	e
que	que	CS	que
andava	andava	VMII0S0	andar
neste	neste	SPS00+DD0MS0	em+este
mundo	mundo	NCMS000	mundo
degradado	degradado	VMP00SM	degradar
	,	Fc	,
que	que	CS	que
vinha	vinha	NCFS000	vinha
a	a	SPS00	a
este	este	DD0MS0	este
servo	servo	NCMS000	servo
de	de	SPS00	de
deos	Deus	NP00000	deus
o	o	PP3MSA00	o
asolvese	absolvesse	VMSI0S0	absolver
	,	Fc	,
porque	porque	CS	porque
morera	morrera	VMIM0S0	morrer
escumungado	excomungado	VMP00SM	excomungar
e	e	CC	e
	,	Fc	,
pera	para	SPS00	para
emtrar	entrar	VMN0000	entrar
em	em	SPS00	em
reque	réquie	NCFS000	réquie
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
disese	dissesse	VMSI0S0	dizer
pello	pelo	SPS00+DA0MS0	por+o
amor	amor	NCMS000	amor
de	de	SPS00	de
deos	Deus	NP00000	deus
sinco	cinco	Z	cinco
missas	missas	NCFP000	missa
	,	Fc	,
porque	porque	CS	porque
as	as	DA0FP0	o
suas	suas	DP3FP0	seu
misas	missas	NCFP000	missa
	,	Fc	,
cada	cada	DI0CN0	cada
misa	missa	NCFS000	missa
tirava	tirava	VMII0S0	tirar
hũ	um	DI0MS0	um
anno	ano	NCMS000	ano
do	do	SPS00+DA0MS0	de+o
porgoatorio	purgatório	NCMS000	purgatório
	.	Fp	.
que	Que	CS	que
contando	contando	VMG0000	contar
isto	isto	PD0NN000	isto
ao	ao	SPS00+DA0MS0	a+o
meu	meu	DP1MSS	meu
comfisor	confessor	NCMS000	confessor
	,	Fc	,
dandolhe	dando-lhe	VMG0000+PP3CSD00	dar+lhe
conta	conta	NCFS000	conta
de	de	SPS00	de
tudo	tudo	PI0NN000	tudo
	,	Fc	,
me	me	PP1CS000	me
respondeu	respondeu	VMIS3S0	responder
que	que	CS	que
não	não	RN	não
ouvera	houvera	VMIM0S0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
nada	nada	PI0NN00N	nada
sem	sem	SPS00	sem
lhe	lhe	PP3CSD00	lhe
dar	dar	VMN0000	dar
primeiro	primeiro	RG	primeiro
hũ	um	DI0MS0	um
sinal	sinal	NCMS000	sinal
emtrior	interior	NCMS000	interior
,	.	Fp	.
tornamdo	Tornando	VMG0000	tornar
esta	esta	DD0FS0	este
alma	alma	NCFS000	alma
sancta	santa	NCFS000	santo
a	a	SPS00	a
vir	vir	VMN0000	vir
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
dise	disse	VMIS3S0	dizer
eu	eu	PP1CSN00	eu
que	que	CS	que
o	o	DA0MS0	o
padre	Padre	NP00000	padre
pedio	pediu	VMIS3S0	pedir
hũ	um	DI0MS0	um
sinal	sinal	NCMS000	sinal
que	que	PR0CN000	que
tomou	tomou	VMIS3S0	tomar
no	no	SPS00+DA0MS0	em+o
coracam	coração	NCMS000	coração
diante	diante	RG	diante
de	de	SPS00	de
hũa	uma	DI0FS0	um
Imaje	imagem	NCFS000	imagem
de	de	SPS00	de
nossa	Nossa	NP00000	nossa
senhora	Senhora	NP00000	senhor
,	.	Fp	.
elle	Ele	PP3MS000	ele
me	me	PP1CS000	me
respondeu	respondeu	VMIS3S0	responder
	&quot;	VMN0000	responder
Jezu	Jesus	NP00000	jesus
maria	Maria	NP00000	maria
me	me	PP1CS000	me
valha	valha	VMSP0S0	valer
	!	Fp	!
eu	Eu	PP1CSN00	eu
não	não	RN	não
sou	sou	VSIP1S0	ser
deos	Deus	NP00000	deus
	,	Fc	,
que	que	CS	que
o	o	DA0MS0	o
emtreor	interior	NCMS000	interior
	,	Fc	,
so	só	RG	só
deos	Deus	NP00000	deus
o	o	PP3MSA00	o
sabe	sabe	VMIP3S0	saber
	,	Fc	,
que	que	CS	que
nem	nem	CC	nem
os	os	DA0MP0	o
sanctos	santos	NCMP000	santo
do	do	SPS00+DA0MS0	de+o
seu	céu	NCMS000	céu
o	o	PP3MSA00	o
sabem	sabem	VMIP3P0	saber
	,	Fc	,
mas	mas	CC	mais
espero	espero	VMIP1S0	esperar
na	na	SPS00+DA0FS0	em+o
virgem	Virgem	NP00000	virgem
sanctisima	Santíssima	AQSFS0	santo
	,	Fc	,
senhora	Senhora	NP00000	senhor
nossa	Nossa	NP00000	nossa
	,	Fc	,
hem	em	SPS00	em
sancta	Santa	NP00000	santa
Joana	Joana	NP00000	joana
mo	mo	PP1CS000+PP3MSA00	me+o
alçansar	alcançar	VMN0000	alcançar
de	de	SPS00	de
christo	Cristo	NP00000	cristo
	&quot;	VMN0000	cristo
	.	Fp	.
e	E	CC	e
foise	foi-se	VMIS3S0+P00CN000	ir+se
tornamdo	tornando	VMG0000	tornar
a	a	SPS00	a
vir	vir	VMN0000	vir
	,	Fc	,
me	me	PP1CS000	me
deitou	deitou	VMIS3S0	deitar
hũ	um	DI0MS0	um
sinal	sinal	NCMS000	sinal
	,	Fc	,
dizendo	dizendo	VMG0000	dizer
que	que	CS	que
da	da	SPS00+DA0FS0	de+o
parte	parte	NCFS000	parte
do	do	SPS00+DA0MS0	de+o
sanctisimo	Santíssimo	AQSMS0	santo
sacramento	Sacramento	NP00000	sacramento
o	o	PP3MSA00	o
escutase	escutasse	VMSI0S0	escutar
	,	Fc	,
que	que	CS	que
Ja	já	RG	já
trazia	trazia	VMN0000	trazer
o	o	DA0MS0	o
sinal	sinal	NCMS000	sinal
e	e	CC	e
me	me	PP1CS000	me
mostrou	mostrou	VMIS3S0	mostrar
hũa	uma	DI0FS0	um
cruz	cruz	NCFS000	cruz
brança	branca	AQ0FS0	branco
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
dera	dera	VMIM0S0	dar
sancta	Santa	NP00000	santa
Joana	Joana	NP00000	joana
coando	quando	CS	quando
lhe	lhe	PP3CSD00	lhe
deu	deu	VMIS3S0	dar
o	o	DA0MS0	o
sinal	sinal	NCMS000	sinal
	,	Fc	,
o	o	DA0MS0	o
çoal	qual	PR0CN000	qual
foy	foi	VMIS3S0	ir
tudo	todo	DI0MS0	todo
fundado	fundado	VMP00SM	fundar
em	em	SPS00	em
deos	Deus	NP00000	deus
	.	Fp	.
e	E	CC	e
a	a	DA0FS0	o
primeira	primeira	AO0FS0	primeiro
palavra	palavra	NCFS000	palavra
que	que	PR0CN000	que
dise	disse	VMIS3S0	dizer
este	este	DD0MS0	este
servo	servo	NCMS000	servo
de	de	SPS00	de
deos	Deus	NP00000	deus
	,	Fc	,
sinco	cinco	Z	cinco
vezes	vezes	NCFP000	vez
tomara	tomara	VMIM0S0	tomar
no	no	SPS00+DA0MS0	em+o
coracão	coração	NCMS000	coração
