Soccedeome	Sucedeu-me		
que	que	CS	que
	,	Fc	,
se	se	CS	se
elle	ele	PP3MS000	ele
lhe	lhe	PP3CSD00	lhe
cometese	cometesse	VMSI0S0	cometer
alguã	alguma	DI0FS0	algum
cousa	coisa	NCFS000	coisa
ou	ou	CC	ou
que	que	CS	que
fose	fosse	VMSI0S0	ir
a	a	SPS00	a
sua	sua	DP3FS0	seu
Casa	casa	NCFS000	casa
	,	Fc	,
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
disese	dissesse	VMSI0S0	dizer
que	que	CS	que
não	não	RN	não
podia	podia	VMII0S0	poder
	,	Fc	,
que	que	CS	que
	,	Fc	,
se	se	CS	se
elle	ele	PP3MS000	ele
quisese	quisesse	VMSI0S0	querer
ir	ir	VMN0000	ir
a	à	SPS00+DA0FS0	a+o
noute	noite	NCFS000	noite
a	a	SPS00	a
esta	esta	DD0FS0	este
	,	Fc	,
que	que	CS	que
dormindo	dormindo	VMG0000	dormir
Em	em	SPS00	em
hũ	um	DI0MS0	um
aposento	aposento	NCMS000	aposento
que	que	PR0CN000	que
esta	está	VMIP3S0	estar
na	na	SPS00+DA0FS0	em+o
salla	sala	NCFS000	sala
	,	Fc	,
adonde	adonde	PA000000	onde
não	não	RN	não
Entrava	entrava	VMII0S0	entrar
senão	senão	CC	senão
elle	ele	PP3MS000	ele
	,	Fc	,
E	e	CC	e
que	que	CS	que
alli	ali	RG	ali
podião	podiam	VMII3P0	poder
verse	ver-se	VMN0000+P00CN000	ver+se
devagar	devagar	RG	devagar
	.	Fp	.
asi	Assim	RG	assim
o	o	PP3MSA00	o
fes	fez	VMIS3S0	fazer
o	o	DA0MS0	o
moço	moço	NCMS000	moço
E	e	CC	e
o	o	DA0MS0	o
pe	padre	NCMS000	padre
aceitou	aceitou	VMIS3S0	aceitar
a	a	DA0FS0	o
oferta	oferta	NCFS000	oferta
	.	Fp	.
E	E	CC	e
a	à	SPS00+DA0FS0	a+o
noute	noite	NCFS000	noite
dise	disse	VMIS3S0	dizer
Eu	eu	PP1CSN00	eu
ao	ao	SPS00+DA0MS0	a+o
moço	moço	NCMS000	moço
que	que	CS	que
	,	Fc	,
se	se	CS	se
elle	ele	PP3MS000	ele
vise	viesse	VMSI0S0	vir
	,	Fc	,
que	que	CS	que
o	o	PP3MSA00	o
metese	metesse	VMSI0S0	meter
no	no	SPS00+DA0MS0	em+o
aposento	aposento	NCMS000	aposento
	,	Fc	,
Em	em	SPS00	em
elle	ele	PP3MS000	ele
Emtrando	entrando	VMG0000	entrar
fechase	fechasse	VMG0000	entrar
a	a	DA0FS0	o
porta	porta	NCFS000	porta
por	por	SPS00	por
fora	fora	RG	fora
com	com	SPS00	com
a	a	DA0FS0	o
Chave	chave	NCFS000	chave
E	e	CC	e
que	que	CS	que
ma	ma	PP1CS000+PP3FSA00	me+o
trouxese	trouxesse	VMSI0S0	trazer
	.	Fp	.
veyo	Veio	VMIS3S0	vir
o	o	DA0MS0	o
pe	padre	NCMS000	padre
E	e	CC	e
Exsecutou	executou	VMIS3S0	executar
o	o	DA0MS0	o
moço	moço	NCMS000	moço
o	o	DA0MS0	o
q	que	PR0CN000	que
Eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAII0S0	ter
dito	dito	VMP00SM	dizer
	.	Fp	.
Deume	Deu-me	VMIS3S0+PP1CS000	dar+me
a	a	DA0FS0	o
Chave	chave	NCFS000	chave
E	e	CC	e
	,	Fc	,
discorendo	discorrendo	VMG0000	discorrer
comigo	comigo	SPS00+PP1CSO00	com+mim
sobre	sobre	SPS00	sobre
o	o	DA0MS0	o
que	que	PR0CN000	que
faria	faria	VMIC0S0	fazer
	,	Fc	,
achei	achei	VMIS1S0	achar
que	que	CS	que
	,	Fc	,
por	por	SPS00	por
sacerdote	sacerdote	NCMS000	sacerdote
E	e	CC	e
cura	cura	NCFS000	cura
de	de	SPS00	de
almas	almas	NCFP000	alma
	,	Fc	,
não	não	RN	não
comvinha	convinha	VMII0S0	convir
que	que	CS	que
tal	tal	RC	tal
caso	caso	NCMS000	caso
se	se	CS	se
soubese	soubesse	VMSI0S0	saber
nem	nem	CC	nem
Exsecutar	executar	VMN0000	executar
nelle	nele	SPS00+PP3MS000	em+ele
o	ou	CC	ou
a	a	SPS00	a
que	que	PR0CN000	que
me	me	PP1CS000	me
provocava	provocava	PP1CS000	me
o	o	DA0MS0	o
ver	ver	VMN0000	ver
tal	tal	RC	tal
hacção	ação	NCFS000	ação
	.	Fp	.
mandeilhe	Mandei-lhe	VMIS1S0+PP3CSD00	mandar+lhe
abrir	abrir	VMN0000	abrir
a	a	DA0FS0	o
porta	porta	NCFS000	porta
E	e	CC	e
pello	pelo	SPS00+DA0MS0	por+o
vir	vir	VMN0000	vir
a	a	SPS00	a
hũ	um	DI0MS0	um
aposento	aposento	NCMS000	aposento
	,	Fc	,
adonde	onde	PA000000	onde
estavamos	estávamos	VMII1P0	estar
meu	meu	DP1MSS	meu
sobrinho	sobrinho	NCMS000	sobrinho
E	e	CC	e
Eu	eu	PP1CSN00	eu
	,	Fc	,
E	e	CC	e
alli	ali	RG	ali
lhe	lhe	PP3CSD00	lhe
dise	disse	VMIS3S0	dizer
o	o	DA0MS0	o
que	que	PR0CN000	que
me	me	PP1CS000	me
pareceo	pareceu	VMIS3S0	parecer
lhe	lhe	PP3CSD00	lhe
comvinha	convinha	VMII0S0	convir
	,	Fc	,
E	e	CC	e
mandeio	mandei-o	VMIS1S0+PP3MSA00	mandar+o
Embora	embora	RG	embora
	.	Fp	.
isto	Isto	PD0NN000	isto
	,	Fc	,
Como	como	CS	como
foi	foi	VMIS3S0	ir
diante	diante	RG	diante
dos	dos	SPS00+DA0MP0	de+o
de	de	SPS00	de
quem	quem	PR0CN000	quem
se	se	P00CN000	se
não	não	RN	não
pode	pode	VMIP3S0	poder
ocultar	ocultar	VMN0000	ocultar
	,	Fc	,
rompeose	rompeu-se	VMIS3S0+P00CN000	romper+se
do	do	SPS00+DA0MS0	de+o
que	que	PR0CN000	que
he	é	VSIP3S0	ser
publiquo	público	NCMS000	público
	.	Fp	.
o	O	DA0MS0	o
pe	padre	NCMS000	padre
se	se	CS	se
chama	chama	VMIP3S0	chamar
Anto	António	NP00000	antónio
d	de	SPS00	de
antas	Antas	NP00000	antas
Barreto	Barreto	NP00000	barreto
	,	Fc	,
Vigro	vigário	NCMS000	vigário
ou	ou	CC	ou
Reytor	reitor	NCMS000	reitor
de	de	SPS00	de
S	Santa	NP00000	santa
Eugenia	Eugénia	NP00000	Eugénia
	.	Fp	.
Vm	VM	NP00000	VM
disponha	disponha	VMSP0S0	dispor
neste	neste	SPS00+DD0MS0	em+este
Caso	caso	NCMS000	caso
como	como	CS	como
lhe	lhe	PP3CSD00	lhe
parecer	parecer	VMN0000	parecer
	.	Fp	.
como	Como	CS	como
gde	guarde	VMSP0S0	guardar
Ds	Deus	NP00000	deus
a	a	SPS00	a
Vm	VM	NP00000	VM
	.	Fp	.
De	De	SPS00	de
Casa	casa	NCFS000	casa
	,	Fc	,
22	22	Z	22
de	de	SPS00	de
8bro	outubro	NCMS000	outubro
1642	1642	Z	1642
	.	Fp	.
Fr	Frei	NP00000	frei
Luis	Luís	NP00000	luís
da	da	SPS00+DA0FS0	de+o
Sylva	Silva	NP00000	silva
Coelho	Coelho	NP00000	coelho
