Sor	Senhor	NP00000	senhor
ds	Deus	NP00000	deus
	(	Fb	(
no	número	NCMS000	número
YA	YA	NP00000	YA
1	1	Z	1
	)	Fb	)
leve	leve	VMSP0S0	levar
em	em	SPS00	em
paz	paz	NCFS000	paz
	,	Fc	,
remeto	remeto	VMIP1S0	remeter
a	a	SPS00	a
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
1	1	Z	1
ocf	ocsof	X	X
d	de	SPS00	de
asucar	açúcar	NCMS000	açúcar
com	com	SPS00	com
a	a	DA0FS0	o
marca	marca	NCFS000	marca
a	à	SPS00+DA0FS0	a+o
margien	margem	NCFS000	margem
o	o	DA0MS0	o
q	que	PR0CN000	que
vai	vai	VMIP3S0	ir
consignado	consignado	VMP00SM	consignar
a	a	SPS00	a
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
;	,	Fc	,
cujo	cujo	PU0MS000	cujo
conhesimto	conhecimento	NCMS000	conhecimento
lhe	lhe	PP3CSD00	lhe
remetera	remeterá	VMIF3S0	remeter
a	a	SPS00	a
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
do	do	SPS00	de
spinossa	spinossa	SPS00	de
meo	meo	SPS00	de
tio	tio	SPS00	de
meo	meu	DP1MSS	meu
Iro	irmão	NCMS000	irmão
Jacob	Jacob	NP00000	jacob
d	de	SPS00	de
avilar	Avelar	NP00000	avelar
em	em	SPS00	em
virtude	virtude	NCFS000	virtude
do	do	SPS00+DA0MS0	de+o
ql	qual	PR0CS000	qual
lhe	lhe	PP3CSD00	lhe
remetera	remeterá	VMIF3S0	remeter
V	Vossa	DP2FSP	vosso
M	Mercê	NP00000	mercê
ou	ao	SPS00+DA0MS0	a+o
sigir	seguir	VMN0000	seguir
sua	sua	DP3FS0	seu
hordem	ordem	NCFS000	ordem
-	.	Fp	.
a	A	DA0FS0	o
Inclusa	inclusa	AQ0FS0	incluso
se	se	P00CN000	se
sirvira	servirá	VMIF3S0	servir
V	Vossa	DP2FSP	vosso
M	Mercê	NP00000	mercê
remeter	remeter	VMN0000	remeter
a	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
meo	meu	DP1MSS	meu
pIro	irmão	NCMS000	irmão
logo	logo	RG	logo
e	e	CC	e
a	a	SPS00	a
min	mim	PP1CSO00	mim
mandarm	mandar-me	VMN0000+PP1CS000	mandar+me
em	em	SPS00	em
q	que	PR0CN000	que
o	o	PP3MSA00	o
sirva	sirva	VMSP0S0	servir
	.	Fp	.
Cuja	Cuja	DT0FS0	cujo
vida	vida	NCFS000	vida
gde	guarde	VMSP0S0	guardar
ds	Deus	NP00000	deus
largos	largos	AQ0MP0	largo
as	anos	NCMP000	ano
	.	Fp	.
surinam	Suriname	NP00000	suriname
	,	Fc	,
a	a	SPS00	a
1	1	Z	1
setembro	setembro	NCMS000	setembro
1672	1672	Z	1672
as	anos	NCMP000	ano
	.	Fp	.
de	De	SPS00	de
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
q	que	PR0CN000	que
s.	s.	X	X
m.	m.	X	X
B.	B.	X	X
	,	Fc	,
Ishak	Isaac	NP00000	isaac
de	de	SPS00	de
Avilar	Avelar	NP00000	avelar
mais	Mais	RC	mais
vai	vai	VMIP3S0	ir
em	em	SPS00	em
do	dito	VMP00SM	dizer
navio	navio	NCMS000	navio
Biecorf	Biecorf	NP00000	biecorf
1/2	meio	AQ0MS0	meio
ocf	ocsof	X	X
de	de	SPS00	de
hum	um	DI0MS0	um
Mose	Moisés	NP00000	moisés
gomes	Gomes	NP00000	gomes
	,	Fc	,
cujo	cujo	PU0MS000	cujo
conhecimto	conhecimento	NCMS000	conhecimento
lhe	lhe	PP3CSD00	lhe
remetera	remeterá	VMIF3S0	remeter
a	a	DA0FS0	o
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
de	de	SPS00	de
meo	meu	DP1MSS	meu
Iro	irmão	NCMS000	irmão
em	em	SPS00	em
virtude	virtude	NCFS000	virtude
do	do	SPS00+DA0MS0	de+o
ql	qual	PR0CS000	qual
lho	lho	PP3CSD00+PP3MSA00	lhe+o
remetemos	remetemos	VMIP1P0	remeter
	.	Fp	.
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
vai	vai	VMIP3S0	ir
marcado	marcado	VMP00SM	marcar
AB	AB	NP00000	AB
	.	Fp	.
